UID,SEG,translation,profanity
METALW-021195-0010,de la misma manera,in the same way,None
METALW-021196-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-021196-0001,"Oye, necesito información sobre mi plan de teléfono celular.","Hey, I need information about my cell phone plan.",None
METALW-021196-0002,Puedo ayudar con eso. ¿Qué te gustaría saber?,I can help with that. What would you like to know?,None
METALW-021196-0003,¿Cuántos de mis datos mensuales me quedan para este mes?,How many of my monthly data do I have left for this month?,None
METALW-021196-0004,Le quedan 500 MB en un plan de 2 GB. ¿Desea duplicar sus datos a 4 GB durante 10 al mes?,You have 500 MB left on a 2 GB plan. Do you want to duplicate your data to 4 GB for 10 per month?,None
METALW-021196-0005,"No gracias, así que para confirmar que recibo 2 GB al mes en mi plan actual?","No thanks, so to confirm that I receive 2 GB per month on my current plan?",None
METALW-021196-0006,Sí. Su plan se restablecerá el 3 de mayo.,Yes. Your plan will be reinstateed on May 3.,None
METALW-021196-0007,"De acuerdo, genial, gracias por la información.","Okay, great, thanks for the information.",None
METALW-021196-0008,¿Está seguro de que no desea actualizar su plan en este momento. Superar su límite de datos será una tarifa de 20 dólares.,Are you sure you don't want to update your plan right now. Exceeding your data limit will be a $20 fee.,None
METALW-021196-0009,"No, estoy bien. gracias.","No, I'm fine. Thank you.",None
METALW-021196-0010,Me alegro de poder ayudar.,I'm glad I can help.,None
METALW-021197-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-021197-0001,"Hola, necesito ayuda con mi servicio móvil.","Hi, I need help with my wireless service.",None
METALW-021197-0002,Cómo puedo ayudarle,How can I help you,None
METALW-021197-0003,¿Puede decirme cuántos datos me quedan para el mes?,Can you tell me how much data I have left for the month?,None
METALW-021197-0004,"no no puedo, sólo puedo ver lo que está incluido en su plan","I can't, I can only see what's included in your plan",None
METALW-021197-0005,¿Puedes decirme qué está incluido en mi plan?,Can you tell me what's included in my plan?,None
METALW-021197-0006,6 gb,6 gb,None
METALW-021197-0007,¿Puedes decirme cuántos textos recibo al mes?,Can you tell me how many texts I receive per month?,None
METALW-021197-0008,ilimitado,limitless,None
METALW-021197-0009,"Genial, eso es todo lo que necesitaba.","Great, that's all I needed.",None
METALW-021197-0010,ok tener un gran día,ok have a great day,None
METALW-021198-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-021198-0001,Hola necesito ver mis datos.,"Hi, I need to see my details.",None
METALW-021198-0002,¿Qué le gustaría saber sobre sus datos?,What would you like to know about your data?,None
METALW-021198-0003,Quiero saber cuántos datos de meses tengo sobre mi plan.,I want to know how much months data I have about my plan.,None
METALW-021198-0004,Actualmente tiene 7 GBs al mes,It currently has 7 GBs per month,None
METALW-021198-0005,¿Puedes comprobarlo dos veces?,Can you check it twice?,None
METALW-021198-0006,"¡Puede duplicar sus datos actuales por solo $10 al mes! Sí, son 7 GBs al mes","You can duplicate your current data for only $10 a month! Yes, it's 7 GBs a month",None
METALW-021198-0007,"Eso suena como un buen trato, inscríbeme.","That sounds like a good deal, sign me up.",None
METALW-021198-0008,seguro. ¿Quieres que use tu información actual de facturas automáticas?,sure. Do you want me to use your current automatic invoice information?,None
METALW-021198-0009,Sí.,Yes.,None
METALW-021198-0010,¡Bien! ¡Ahora recibes 14 GBs al mes por solo $10 más!,Not bad! You now receive 14 GBs a month for just $10 more!,None
METALW-021199-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-021199-0001,Quiero saber cuántos datos me quedan en mi plan móvil este mes.,I want to know how much data I have left in my mobile plan this month.,None
METALW-021199-0002,No puedo ayudarle con esa solicitud,I can't help you with that request.,None
METALW-021199-0003,¿Por qué no puedes ayudar?,Why can't you help?,None
METALW-021199-0004,puedo decirle cuánto se incluye en su plan si eso ayuda,I can tell you how much is included in your plan if that helps,None
METALW-021199-0005,"Eso ayudaría a algunos, seguro.","That would help some, for sure.",None
METALW-021199-0006,ok déjame comprobar,ok let me check,None
METALW-021199-0007,"Muy bien, estaré esperando.","All right, I'll be waiting.",None
METALW-021199-0008,siento tener problemas para encontrar eso para ti,I'm sorry to have trouble finding that for you,None
METALW-021199-0009,"Oh bueno, supongo que no puedes evitarlo. Gracias por intentarlo al menos.","Oh well, I guess you can't help it. Thanks for at least trying.",None
METALW-021199-0010,Lo siento,I am sorry,None
METALW-021200-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-021200-0001,hhey,hhey,None
METALW-021200-0002,"SÍ, ¿QUÉ PUEDO HACER?","YES, WHAT CAN I DO?",None
METALW-021200-0003,¿Cuántos datos dejé para este mes?,How much data did I leave for this month?,None
METALW-021200-0004,Déjame comprobarlo.,Let me check it out.,None
METALW-021200-0005,De acuerdo,I agree,None
METALW-021200-0006,"Lo siento, pero no puedo comprobar el balance de sus datos.","I'm sorry, but I can't check the balance of your data.",None
METALW-021200-0007,por qué,Why,None
METALW-021200-0008,Sólo puedo saber cuántos datos se incluyen en su plan.,I can only know how much data is included in your plan.,None
METALW-021200-0009,ok cuánto,ok how much,None
METALW-021200-0010,No puedo,I can't,None
METALW-021201-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-021201-0001,Necesito cambiar mi plan telefónico,I need to change my phone plan,None
METALW-021201-0002,¿Qué quieres cambiar al respecto?,What do you want to change about it?,None
METALW-021201-0003,Quiero cambiarlo de prepago a llamadas ilimitadas las 24/7,I want to change it from prepaid to unlimited calls 24/7,None
METALW-021201-0004,"Bien, tenemos un par de opciones que se ajustan a lo que necesitas. Uno cuesta $10 más. El otro cuesta $20, pero también incluye 10 GB más de datos.","Well, we have a couple of options that fit what you need. One costs $10 more. The other costs $20, but also includes 10 GB more data.",None
METALW-021201-0005,Soy pobre quiero el de $10,I'm poor I want the $10,None
METALW-021201-0006,"Está bien, lo he pedido para ti. Debe activarse en breve.","All right, I asked for it for you. It must be activated shortly.",None
METALW-021201-0007,Gracias es genial ahora tener un teléfono y puede llamar a la gente que sólo texto,Thank you it's great now to have a phone and you can call people who just text,None
METALW-021201-0008,Me alegra que te guste la actualización. ¿Hay algo más que necesites?,I'm glad you like the update. Is there anything else you need?,None
METALW-021201-0009,N o p e,N or p e,None
METALW-021201-0010,"Muy bien, que tengas un buen día entonces.","All right, have a nice day then.",None
METALW-021201-0011,Cya,Cya,None
METALW-021202-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-021202-0001,Necesito actualizar mi plan telefónico,I need to update my phone plan,None
METALW-021202-0002,¿Bajo qué nombre se encuentra tu plan?,Under what name is your plan?,None
METALW-021202-0003,Mike Nill,Mike Nill,None
METALW-021202-0004,¿Puedo conseguir tu número de teléfono también?,Can I get your phone number too?,None
METALW-021202-0005,234567890,234567890,None
METALW-021202-0006,¿Qué tipo de plan estás buscando?,What kind of plan are you looking for?,None
METALW-021202-0007,Quiero llamar gratis las 24/7,I want to call for free 24/7,None
METALW-021202-0008,¿Algo más?,Anything else?,None
METALW-021202-0009,No,No,None
METALW-021202-0010,Puedo actualizarte al plan de acceso,I can upgrade you to the access plan,None
