UID,SEG,translation,profanity
METALW-007913-0001,¡hola!,Hello!,None
METALW-007913-0002,Sí,Yes,None
METALW-007913-0003,¿Puedes ayudarme a esquiar?,Can you help me ski?,None
METALW-007913-0004,¿Qué ubicación?,What location?,None
METALW-007913-0005,¿Puedes ayudarme sobre las buenas colinas skii cerca de San Diego?,Can you help me over the good skii hills near San Diego?,None
METALW-007913-0006,No hay colinas de esquí allí.,There are no ski hills there.,None
METALW-007913-0007,¿Qué tal Denver?,How's Denver?,None
METALW-007913-0008,No hay colinas de esquí también.,There are no ski hills too.,None
METALW-007913-0009,¿Qué tal Utah?,How's Utah?,None
METALW-007913-0010,No hay nada allí también.,There's nothing there too.,None
METALW-007913-0011,"Está bien, no hay problema. ¡Gracias!","All right, no problem. Thank you!",None
METALW-007913-0012,Bien,Not bad,None
METALW-007914-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-007914-0001,"Hola, ¿cuál es la colina de esquí más cercana a mi ubicación?.","Hello, what is the closest ski hill to my location?.",None
METALW-007914-0002,"Bien, ¿cuál es tu ubicación así que lo compruedo por ti?","Well, what's your location, so I check it out for you?",None
METALW-007914-0003,"Estoy en Simpson, KS.","I'm in Simpson, KS.",None
METALW-007914-0004,"Hay una colina de esquí a 40 millas de usted, llamada cavant","There's a ski hill 40 miles from you, called cavant",None
METALW-007914-0005,¿En qué ciudad está eso?,What city is that in?,None
METALW-007914-0006,Beechwood,Beechwood,None
METALW-007914-0007,¿Puedes conseguirme la dirección completa?,Can you get me the full address?,None
METALW-007914-0008,92-12 Avenida Delaney,92-12 Delaney Avenue,None
METALW-007914-0009,¿Y estás seguro de que eso es lo más parecido?,And you're sure that's the closest thing?,None
METALW-007914-0010,correcto,correct,None
METALW-007915-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-007915-0001,Quiero ayuda para reservar un viaje de esquí por favor.,I want help booking a ski trip please.,None
METALW-007915-0002,Puedo ayudarte,I can help you.,None
METALW-007915-0003,¡Bien! ¿Puedes decirme cuánto será para un viaje de salto a Aspen?,Not bad! Can you tell me how much it's going to be for a jumping trip to Aspen?,None
METALW-007915-0004,$400,$400,None
METALW-007915-0005,¡gracias! ¿Puedo comprar entradas contigo?,Thank you! Can I buy tickets with you?,None
METALW-007915-0006,"no, pero puedo redirigir a las personas adecuadas","no, but I can redirect the right people",None
METALW-007915-0007,Está bien. Lo haré más tarde.,It is ok. I'll do it later.,None
METALW-007915-0008,Bien,Not bad,None
METALW-007915-0009,No tengo más preguntas.,I don't have any more questions.,None
METALW-007915-0010,gracias,Thank you,None
METALW-007915-0011,Gracias por la ayuda.,Thanks for the help.,None
METALW-007916-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-007916-0001,¿Habrá buen tiempo de esquí el próximo fin de semana?,Will there be good ski time next weekend?,None
METALW-007916-0002,es la hora del verano. Todas las colinas de esquí están cerradas.,it's summer time. All ski hills are closed.,None
METALW-007916-0003,¿Cuándo reabrirá la colina de esquí?,When will you reopen the ski hill?,None
METALW-007916-0004,En 8 meses. Hay una colina de esquí abierta a 600 millas de distancia en las montañas.,In eight months. There is a ski hill open 600 miles away in the mountains.,None
METALW-007916-0005,¿Cómo se llama?,What's your name?,None
METALW-007916-0006,Denver Mile High Club,Denver Mile High Club,None
METALW-007916-0007,Bien. Lo comprobaré. gracias.,Not bad. I'll check it out. Thank you.,None
METALW-007916-0008,De nada. ¿Hay algo más con lo que pueda ayudar hoy?,You are welcome. Is there anything else I can help with today?,None
METALW-007916-0009,"No, gracias.",No thanks.,None
METALW-007916-0010,Que tengas un buen día.,Have a nice day.,None
METALW-007916-0011,Tú también,You too,None
METALW-007917-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-007917-0001,¿Podrías ayudarme a encontrar una pista de esquí cerca de mí?,Could you help me find a ski slope near me?,None
METALW-007917-0002,seguro. ¿Cuál es tu ubicación?,sure. What's your location?,None
METALW-007917-0003,Estoy en Cincinnati OH,I'm in Cincinnati OH,None
METALW-007917-0004,No parece haber ninguna colina de esquí en su área inmediata.,There doesn't seem to be any ski hills in your immediate area.,None
METALW-007917-0005,¿Qué tal a una hora de distancia? Estoy dispuesto a conducir tan lejos,How about an hour away? I'm willing to drive so far,None
METALW-007917-0006,Hay una hora y media de distancia.,There's an hour and a half away.,None
METALW-007917-0007,Supongo que eso no está tan mal. ¿Cómo se llama?,I guess that's not so bad. What's your name?,None
METALW-007917-0008,Se llama la colina alta de esquí de montaña.,It's called the high mountain ski hill.,None
METALW-007917-0009,"Muy bien, lo investigaré. ¡Gracias por la ayuda!","All right, I'll check it out. Thanks for the help!",None
METALW-007917-0010,¡No hay problema!,No problem!,None
METALW-007918-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-007918-0001,Tengo una pregunta sobre las colinas de esquí.,I have a question about the ski hills.,None
METALW-007918-0002,preguntar lejos,ask away,None
