UID,SEG,translation,profanity
METALW-028859-0008,"Si lo desea, podría ponerse en contacto con la policía.",You may want to contact the police.,None
METALW-028859-0009,"ok, puedo hacer eso","ok, I can do that.",None
METALW-028859-0010,¿Hay algo más que necesites?,Is there anything else you need?,None
METALW-028859-0011,"¡No, gracias!",No thanks!,None
METALW-028860-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-028860-0001,Me preocupa que un correo electrónico que recibí no sea legítimo.,I'm worried that an email I received isn't legitimate.,None
METALW-028860-0002,¿remitente?,sender?,None
METALW-028860-0003,El nombre del remitente se llama Tony Emailerson. *es,The sender's name is called Tony Emailerson. *is,None
METALW-028860-0004,¿Cuál es su especulación sobre el remitente?,What is your speculation about the sender?,None
METALW-028860-0005,Simplemente no conozco a esta persona y quieren que actualice la información de mi cuenta bancaria.,I just don't know this person and they want me to update my bank account information.,None
METALW-028860-0006,"No puedo encontrar ninguna evidencia de estafas adjuntas bajo dicho nombre, pero usted tiene que ser consciente de correos electrónicos no solicitados de un número desconocido de personas","I can't find any evidence of scams attached under that name, but you have to be aware of unsolicited emails from an unknown number of people",None
METALW-028860-0007,Sí. Es reconfortante saber que usted no tiene un registro de esto es un nombre de estafa aunque. ¿Crees que debería hacer clic en el enlace del correo electrónico para actualizar la información de mi cuenta bancaria?,Yes. It is comforting to know that you do not have a record of this is a scam name though. Do you think I should click the link in the email to update my bank account information?,None
METALW-028860-0008,"Sólo para asegurarse, por favor no haga clic en el enlace. Llame a su banco para un transactiob legal","Just to make sure, please don't click on the link. Call your bank for a legal transactiob",None
METALW-028860-0009,Bien. Gracias por su consejo.,Not bad. Thank you for your advice.,None
METALW-028860-0010,De nada,You are welcome,None
METALW-028861-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-028861-0001,"Hola, tenía curiosidad por una estafa específica.","Hi, I was curious about a specific scam.",None
METALW-028861-0002,Claro que puedo ayudar. sólo dame los detalles,Of course I can help. just give me the details,None
METALW-028861-0003,¿Puedes contarme más sobre la estafa del príncipe nigeriano?,Can you tell me more about the Nigerian prince scam?,None
METALW-028861-0004,¿Esto es de un correo electrónico que recibió?,Is this from an email you received?,None
METALW-028861-0005,"Sí, parece un poco sospechoso.","Yes, it seems a little suspicious.",None
METALW-028861-0006,Veo detalles sobre una estafa de correo electrónico del príncipe nigeriano. Lo mejor es eliminar el correo electrónico en Bloquear el remitente ¿Les diste alguna información personal?,I see details about a Nigerian prince's email scam. It is best to delete the email in Block sender Did you give them any personal information?,None
METALW-028861-0007,"Sí, mi cuenta social y mi cuenta bancaria. Dijo que era un príncipe, pero necesitaba fondos para desbloquear su cuenta y enviarme más dinero. ¿Me han hecho?","Yes, my social account and my bank account. He said he was a prince, but he needed funds to unlock his account and send me more money. Did they do me?",None
METALW-028861-0008,Parece que me pondría en contacto con su banco inmediatamente,Looks like I'd get in touch with your bank right away.,None
METALW-028861-0009,¡Gracias por el consejo!,Thanks for the advice!,None
METALW-028861-0010,Usted es muy bienvenido,You are very welcome,None
METALW-028862-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-028862-0001,Estoy recibiendo algunos textos extraños y me preguntaba si podría ayudarme a averiguarlos,I'm getting some strange texts and I was wondering if you could help me find out,None
METALW-028862-0002,Adelante.,Go ahead.,None
METALW-028862-0003,"vienen de 555-7325, pero ese es el número de mi mejor amigo Kyle que tienen extraños archivos adjuntos de imagen con ellos","come from 555-7325, but that's my best friend Kyle's number that have strange image attachments with them",None
METALW-028862-0004,Siempre debe desconfiar de los archivos adjuntos de imagen de números desconocidos,You should always be suspicious of image attachments of unknown numbers,None
METALW-028862-0005,¿Crees que es realmente Kyle enviándolos?,You think it's really Kyle sending them?,None
METALW-028862-0006,Puedes enviar un mensaje de texto a tu amigo primero para averiguarlo antes de abrir los archivos adjuntos.,You can text your friend first to find out before opening the attachments.,None
