UID,SEG,translation,profanity
METALW-027077-0001,Estoy preguntando por una cita,I'm asking for a date.,None
METALW-027077-0002,"Bien, aquí hay una cita de William Makepeace Thackary ' La valentía nunca pasa de moda""","Well, here's a quote from William Makepeace Thackary 'Bravery never goes out of style""",None
METALW-027077-0003,Así que la valentía es el tema principal,So bravery is the main issue,None
METALW-027077-0004,"¿Qué tal otro este '""Todos los días es un nuevo comienzo""","How about another this '""Every day is a new beginning""",None
METALW-027077-0005,Estoy interesado en citar lidiar con la valentía,I'm interested in quoting dealing with bravery,None
METALW-027077-0006,Eso es bueno saber,That's good to know.,None
METALW-027077-0007,¿Conoces a cualquier,Do you know any,None
METALW-027077-0008,¿Quieres decir más cita?,You mean more date?,None
METALW-027077-0009,Sí,Yes,None
METALW-027077-0010,"¿Qué tal una cita para tu vida diaria ""Ama la vida que vives""","How about a date for your daily life ""Love the life you live""",None
METALW-027077-0011,gracias. Suena bien,Thank you. Sounds good,None
METALW-027077-0012,Bienvenido y tener un gran día!,Welcome and have a great day!,None
METALW-027078-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027078-0001,¿Puedo obtener una cita tratando con una valentía por favor,Can I get an appointment trying bravely please,None
METALW-027078-0002,La valentía nunca pasa de moda,Bravery never goes out of style,None
METALW-027078-0003,"Eso es bastante tonto, ¿tienes algo mejor?","That's pretty silly, you got anything better?",None
METALW-027078-0004,me refiero a la moda déjame comprobar,I mean fashion let me check,None
METALW-027078-0005,Stil tonto,Silly Stil,None
METALW-027078-0006,Sé valiente. Arriesgue. Nada puede sustituir la experiencia.,Be brave. Risk. Nothing can replace the experience.,None
METALW-027078-0007,¿Algo con algo de humor?,Anything with any humor?,None
METALW-027078-0008,Voy a comprobar,I'm going to check,None
METALW-027078-0009,Voy a esperar En realidad eso está bien olvidarlo,"I'm going to wait, actually, that's okay to forget it.",None
METALW-027078-0010,lo siento no pude ayudar más,Sorry I couldn't help anymore,None
METALW-027079-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027079-0001,¿Puedes ayudarme con algo?,Can you help me with something?,None
METALW-027079-0002,"Claro, ¿qué tipo de ayuda necesitas?","Sure, what kind of help do you need?",None
METALW-027079-0003,¿Puedes conseguirme una cita?,Can you get me a date?,None
METALW-027079-0004,"Claro, ¿qué tipo de cita necesitas?","Sure, what kind of date do you need?",None
METALW-027079-0005,sobre motivacional puede darse prisa por favor?,over motivational can you hurry please?,None
METALW-027079-0006,"Esta es una cita de Albert Einstein: ""Quien se compromete a establecerse como juez de la Verdad y el Conocimiento naufraga por las risas de los dioses"".","This is a quote from Albert Einstein: ""Whoever commits to establish himself as a judge of Truth and Knowledge is shipwrecked by the laughter of the gods.""",None
METALW-027079-0007,"Bien, ¿quién originó esa cita?","Well, who originated that date?",None
METALW-027079-0008,El hombre originario de esa cita es Albert Einstein.,The original man of that quote is Albert Einstein.,None
METALW-027079-0009,¡Muy bien! gracias,Very well! Thank you,None
METALW-027079-0010,Muy bienvenido.,Very welcome.,None
METALW-027080-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027080-0001,He tenido una semana.,I've had a week.,None
METALW-027080-0002,¡No! ¿Hay algo que pueda hacer para animarte?,No! Is there anything I can do to cheer you up?,None
METALW-027080-0003,¿Tienes citas inspiradoras?,Do you have inspiring quotes?,None
METALW-027080-0004,Decide que lo quieres más de lo que le temes. - Bill Cosby,Decide you love him more than you're afraid of him. - Bill Cosby,None
METALW-027080-0005,¿Algún otro?,Any other ones?,None
METALW-027080-0006,No pases todo tu tiempo tratando de ser como otra persona porque nunca puedes ser ellos y nunca pueden ser tú. - Raven Symone,Don't spend all your time trying to be like someone else because you can never be them and they can never be you. - Raven Symone,None
METALW-027080-0007,"Bien, son buenos, gracias.","Well, they're good, thank you.",None
METALW-027080-0008,¡No hay problema! ¿Hay algo más que pueda hacer para que te sientas mejor?,No problem! Is there anything else I can do to make you feel better?,None
METALW-027080-0009,"¡No, eso fue útil, gracias!","No, that was useful, thank you!",None
METALW-027080-0010,¡Que tengas un día fantástico!,Have a fantastic day!,None
METALW-027081-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027081-0001,Me siento mal. Puedes darme una buena cita. Algo sobre la risa.,I feel bad. You can give me a good date. Something about laughter.,None
METALW-027081-0002,Me gustaría ayudarte,I'd like to help you.,None
