UID,SEG,translation,profanity
METALW-034176-0001,ayúdame a programar una reunión,help me schedule a meeting,None
METALW-034176-0002,¿Qué reunión le gustaría programar?,What meeting would you like to schedule?,None
METALW-034176-0003,hagamos uno el 24 de marzo,let's do one on March 24,None
METALW-034176-0004,"Bien, está listo, ¿algo más?","Well, he's ready, anything else?",None
METALW-034176-0005,¿Puedes establecer un recordatorio para ello?,Can you set a reminder for it?,None
METALW-034176-0006,"Sí, está listo.","Yes, it's ready.",None
METALW-034176-0007,Quiero 2 días antes de que se lleve a cabo la reunión,I want 2 days before the meeting takes place,None
METALW-034176-0008,"Bien, ¿también quieres que te lo diga el día de la reunión también?","Well, you want me to tell you on the day of the meeting, too?",None
METALW-034176-0009,"Sí, por favor","Yes, please",None
METALW-034176-0010,"Bien, ¿eso es todo> ?","Well, is that all>?",None
METALW-034176-0011,Sí,Yes,None
METALW-034177-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-034177-0001,Necesito añadir el tiempo a mi reunión del 24 de marzo,I need to add the time to my March 24 meeting,None
METALW-034177-0002,Puedo ayudarte con eso. ¿Para qué hora le gustaría preparar esa reunión?,I can help you with that. What time would you like to prepare for that meeting?,None
METALW-034177-0003,Que sean las 8 de la mañana,Make it 8 a.m.,None
METALW-034177-0004,Estoy demostrando que ya tiene una reunión existente programada para las 8 de la mañana del 24 de marzo.,I'm proving that you already have an existing meeting scheduled for 8 a.m. on March 24.,None
METALW-034177-0005,¿Cómo se llama ese?,What's that guy's name?,None
METALW-034177-0006,Reunión de recursos humanos con George,Human resources meeting with George,None
METALW-034177-0007,De acuerdo. Ese es el que quería,I agree. That's the one I wanted.,None
METALW-034177-0008,¿Así que estas dos reuniones son la misma reunión?,So these two meetings are the same meeting?,None
METALW-034177-0009,Sí,Yes,None
METALW-034177-0010,"Ok, entonces los combinaré en una entidad. Reunión de recursos humanos con George programada para las 8AM 24 de marzo Cualquier otra cosa con la que pueda ayudarle?","Okay, so I'll combine them into one entity. Human resources meeting with George scheduled for March 8AM 24 Anything else I can help you with?",None
METALW-034177-0011,"No, gracias",No thanks,None
METALW-034178-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-034178-0001,"¿Podrías abrir mis reuniones, por favor?","Could you open my meetings, please?",None
METALW-034178-0002,seguro. Tengo sus reuniones abiertas.,sure. I have your meetings open.,None
METALW-034178-0003,"¿Podría encontrar mi reunión de las 9:00, por favor?","Could you find my 9:00 meeting, please?",None
METALW-034178-0004,¿Qué día?,What a day?,None
METALW-034178-0005,Es el lunes.,It's Monday.,None
METALW-034178-0006,Encontré tu reunión de las 9:00 del lunes en la Sala Birch.,I found your meeting at 9:00 on Monday at the Birch Room.,None
METALW-034178-0007,"Perfecto, sólo necesitaba saber la ubicación.","Perfect, I just needed to know the location.",None
METALW-034178-0008,La ubicación es 121 Harrison Avenue Building 12 Birch Room. La habitación Birch está al lado de la fuente de agua.,The location is 121 Harrison Avenue Building 12 Birch Room. The Birch room is next to the water fountain.,None
METALW-034178-0009,"¡Genial, gracias por tu ayuda!","Great, thanks for your help!",None
METALW-034178-0010,De nada.,You are welcome.,None
METALW-034179-0000,"Hola, ¿en qué puedo ayudarle? hola soy Schedulebot 234","Hi, how can I help you? hello I'm Schedulebot 234",None
METALW-034179-0001,"Hola schedulebot, me gustaría cambiar algo sobre una reunión que he programado","Hi schedulebot, I'd like to change something about a meeting I've scheduled",None
METALW-034179-0002,¿Qué te gustaría cambiar?,What would you like to change?,None
METALW-034179-0003,"Por favor, encuentre mi reunión programada para el 24 de marzo",Please find my meeting scheduled for March 24,None
METALW-034179-0004,"Bien, tengo la información. Es a las 9 AM","Okay, I got the information. It's 9 a.m.",None
METALW-034179-0005,"¡Genial, ese es el elegido! Por favor, agregue una ubicación a esa reunión.","Great, that's the one! Please add a location to that meeting.",None
METALW-034179-0006,¿Cuál es la ubicación?,What's the location?,None
METALW-034179-0007,Habitación Birch,Birch Room,None
METALW-034179-0008,"Siento que esa habitación esté reservada todo ese día. Sin embargo, la Sala Koala está disponible","I'm sorry that room is booked all day. However, the Koala Room is available",None
METALW-034179-0009,"Hm, realmente necesito la Sala Birch.. ¿Cuándo es la última reunión en la Sala Birch?","Hm, I really need the Birch Room. When's the last meeting in the Birch Room?",None
METALW-034179-0010,La última reunión es a medianoche,The last meeting is at midnight,None
METALW-034179-0011,"Oh, eso es desafortunado. Tomaré la ubicación de la Sala Koala.","Oh, that's unfortunate. I'll take the location of the Koala Room.",None
METALW-034179-0012,Bien hecho,Well done,None
METALW-034179-0013,¡Gracias!,Thank you!,None
METALW-034179-0014,bienvenido,welcome,None
METALW-034180-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-034180-0001,nueva reunión,new meeting,None
