UID,SEG,translation,profanity
METALW-020313-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-020313-0001,Hola. ¿Podrías ayudarme a averiguar sobre una tienda?,Hello. Could you help me find out about a store?,None
METALW-020313-0002,seguro. ¿Qué tienda estás buscando?,sure. What store are you looking for?,None
METALW-020313-0003,Necesito enterarme de Dick's Sporting Goods.,I need to find out about Dick's Sporting Goods.,None
METALW-020313-0004,¿Te gustaría saber las horas para la ubicación más cercana?,Would you like to know the times for the nearest location?,None
METALW-020313-0005,"Sí, por favor.","Yes, please.",None
METALW-020313-0006,La ubicación más cercana en Washington Street está abierta de 9 AM a 10 PM.,The nearest location on Washington Street is open from 9 AM to 10 PM.,None
METALW-020313-0007,"¡De acuerdo, gracias! ¿También abren los domingos?","All right, thank you! Do they open on Sundays, too?",None
METALW-020313-0008,Están abiertos los domingos de 10 AM a 6 PM.,They are open on Sundays from 10 AM to 6 PM.,None
METALW-020313-0009,impresionante. Muchas gracias.,impressive. Thanks a lot.,None
METALW-020313-0010,¿Hay algo más con lo que pueda ayudar?,Is there anything else I can help with?,None
METALW-020313-0011,"No, eso es todo por ahora.","No, that's all for now.",None
METALW-020314-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-020314-0001,"Hola, me gustaría encontrar mi banco más cercano.","Hi, I'd like to find my nearest bank.",None
METALW-020314-0002,Puedo ayudarte a encontrar el banco más cercano. ¿Dónde estás ubicado?,I can help you find the nearest bank. Where are you located?,None
METALW-020314-0003,Estoy ubicado en la ciudad de Nueva York.,I'm located in New York City.,None
METALW-020314-0004,El banco más cercano es Bank of America en 5th Street.,The nearest bank is Bank of America on 5th Street.,None
METALW-020314-0005,"De acuerdo, gracias.","All right, thank you.",None
METALW-020314-0006,De nada. ¿Hay algo más con lo que pueda ayudarte hoy?,You are welcome. Is there anything else I can help you with today?,None
METALW-020314-0007,"No, eso será todo.","No, that'll be it.",None
METALW-020314-0008,"¡Bien, que tengas un buen día!","Well, have a nice day!",None
METALW-020314-0009,"¡Gracias, tú también!","Thank you, you too!",None
METALW-020314-0010,¡Adiós!,Good bye!,None
METALW-020315-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-020315-0001,"Hola, me gustaría tener información sobre las horas de tienda.","Hi, I'd like to have information about store hours.",None
METALW-020315-0002,"Claro, ¿para qué tienda quieres información?","Sure, what store do you want information for?",None
METALW-020315-0003,Rei.,Rei.,None
METALW-020315-0004,"El REI más cercano a ti está en la calle 34, ¿es esa la tienda que quieres?","The REI closest to you is on 34th Street, is that the store you want?",None
METALW-020315-0005,Sí. ¿Está abierto a las 9 am?,Yes. Is it open at 9 a.m.?,None
METALW-020315-0006,"Sí, el horario de la tienda hoy es de 9AM - 9 PM","Yes, the store schedule today is 9AM - 9 PM",None
METALW-020315-0007,"Ok, ¿eso también es los fines de semana?","Okay, is that on the weekends, too?",None
METALW-020315-0008,"Los fines de semana, el horario es de 10AM a 10PM","On weekends, the schedule is 10AM to 10PM",None
METALW-020315-0009,"¡Vale, gracias!",Ok thank you!,None
METALW-020315-0010,¡No hay problema!,No problem!,None
METALW-020316-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-020316-0001,Necesito una lista de tiendas de mascotas cercanas,I need a list of nearby pet shops,None
METALW-020316-0002,¿Dónde está tu ubicación?,Where's your location?,None
METALW-020316-0003,reinas ny,queens ny,None
METALW-020316-0004,Las tiendas de mascotas más cercanas son Petco y PetSmart.,The nearest pet shops are Petco and PetSmart.,None
METALW-020316-0005,cuáles son las direcciones,what are the addresses,None
METALW-020316-0006,"Las direcciones son Waller St. y Park Lane, respectivamente.","The addresses are Waller St. and Park Lane, respectively.",None
METALW-020316-0007,ok muy bien,ok very well,None
METALW-020316-0008,¿Tiene más solicitudes?,Do you have any more applications?,None
METALW-020316-0009,eso es todo gracias,that's all thanks,None
METALW-020316-0010,Entiendo. No hay problema.,I understand. No problem.,None
METALW-020317-0000,¡hola! ¿En qué puedo ayudarle?,Hello! How can I help you?,None
METALW-020317-0001,Hola,Hello,None
METALW-020317-0002,¿Qué puedo hacer por ti hoy?,What can I do for you today?,None
METALW-020317-0003,¿Puedes ayudarme a localizar mi banco cerca,Can you help me locate my bank nearby,None
METALW-020317-0004,¡seguro! ¿Cómo se llama su banco?,sure! What's your bank's name?,None
METALW-020317-0005,Mi banco es Chase hay cualquier lugar cerca,My bank is Chase there's anywhere nearby,None
METALW-020317-0006,El Chase Bank más cercano está a .2 millas de distancia.,The nearest Chase Bank is .2 miles away.,None
METALW-020317-0007,"Ok, ¿puedes darme la dirección?","Okay, can you give me the address?",None
METALW-020317-0008,¡seguro! La dirección es 136 Templeton Way. Debe llegar en 1 minuto.,sure! The address is 136 Templeton Way. He must be here in 1 minute.,None
METALW-020317-0009,¿Cuáles son sus horas?,What are your hours?,None
METALW-020317-0010,El horario de Chase Bank es de 8 AM a 5 PM de lunes a viernes.,Chase Bank hours are from 8 AM to 5 PM Monday through Friday.,None
METALW-020317-0011,Gracias perfectas por su ayuda,Perfect thanks for your help,None
METALW-020317-0012,De nada. ¡Que tengas un gran día!,You are welcome. Have a great day!,None
METALW-020318-0000,hola cómo puedo ayudarle,hello how I can help you,None
METALW-020318-0001,Hola estoy buscando el Citibank más cercano cerca de Times Square,Hi I'm looking for the nearest Citibank near Times Square,None
METALW-020318-0002,ok hay uno ubicado en 1234 camino,ok there's one located at 1234 way,None
METALW-020318-0003,¿Cómo llé allí en tren?,How did I get there by train?,None
METALW-020318-0004,tomar el 123 a la 203 y luego a 235,take the 123 to 203 and then to 235,None
METALW-020318-0005,Bien. ¿Hay un Banco de América cerca también?,Not bad. Is there a Bank of America nearby too?,None
METALW-020318-0006,"Sí, se encuentra junto al citibank","Yes, it is located next to citibank",None
METALW-020318-0007,Bien. ¿Puedes decirme las horas del Citibank?,Not bad. Can you tell me the Citibank hours?,None
