UID,SEG,translation,profanity
METALW-001772-0007,14:00 horas,2 p.m.,None
METALW-001772-0008,¿Cuál es la dirección del dentista?,What is the address of the dentist?,None
METALW-001772-0009,44 principales,Top 44,None
METALW-001772-0010,"Genial, ¿cuándo quieres el recordatorio para la cita?","Great, when do you want the reminder for the date?",None
METALW-001773-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-001773-0001,Quiero establecer un recordatorio,I want to set a reminder,None
METALW-001773-0002,¿qué día,What a day,None
METALW-001773-0003,Dentro de unas semanas,In a few weeks,None
METALW-001773-0004,¿qué día específicamente,what day specifically,None
METALW-001773-0005,15 de mayo,May 15,None
METALW-001773-0006,A qué hora,At what time,None
METALW-001773-0007,8:00 am,8:00 a.m.,None
METALW-001773-0008,lo que la dirección,what the management,None
METALW-001773-0009,Es para cita con dentista en 123 unidades falsas,It's for dentist appointment in 123 fake units,None
METALW-001773-0010,De acuerdo,I agree,None
METALW-001774-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-001774-0001,"¿Podrías abrir mis citas, por favor?","Could you open my appointments, please?",None
METALW-001774-0002,"Sí, puedo sacar tus citas por ti.","Yes, I can take your appointments for you.",None
METALW-001774-0003,¿Podrías recordarme una cita que tengo la semana que viene?,Could you remind me of a date I have next week?,None
METALW-001774-0004,"Mirando su horario, tiene una cita para el lunes a las 9:30 AM. ¿Es eso correcto?","Looking at your schedule, you have an appointment for Monday at 9:30 AM. Is that correct?",None
METALW-001774-0005,"Debería haber uno el domingo de la próxima semana, ¿puedes encontrarlo para mí?","There should be one next week's Sunday, can you find it for me?",None
METALW-001774-0006,"Sí, hay una cita para el domingo. ¿Te gustaría confirmar la hora?","Yes, there's an appointment for Sunday. Would you like to confirm the time?",None
METALW-001774-0007,"Sí, ¿cuál es el momento de esa cita?","Yes, what's the time for that date?",None
METALW-001774-0008,2 PM,2 PM,None
METALW-001774-0009,"Perfecto, gracias por su ayuda!","Perfect, thank you for your help!",None
METALW-001774-0010,Su cita dominical para las 2 PM ha sido confirmada.,Your Sunday appointment for 2 PM has been confirmed.,None
METALW-001775-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-001775-0001,Borra mi cita,Delete my appointment,None
METALW-001775-0002,¿Qué cita te gustaría que borrara?,What appointment would you like me to delete?,None
METALW-001775-0003,El próximo martes a las 2:00,Next Tuesday at 2:00,None
METALW-001775-0004,¿Seguro que quieres que borre esta cita?,Are you sure you want me to delete this date?,None
METALW-001775-0005,"Sí, bastante seguro","Yes, pretty sure",None
METALW-001775-0006,Bien. He borrado tu cita.,Not bad. I deleted your date.,None
METALW-001775-0007,"De acuerdo, gracias","All right, thank you.",None
METALW-001775-0008,¿Hay algo más con lo que pueda ayudarte?,Is there anything else I can help you with?,None
METALW-001775-0009,Es todo,That's all,None
