UID,SEG,translation,profanity
METALW-022889-0010,¿Hay algo más con lo que pueda ayudarte hoy?,Is there anything else I can help you with today?,None
METALW-022890-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-022890-0001,Necesito ayuda para diseñar un sitio web,I need help designing a website,None
METALW-022890-0002,¿Desde el principio?,From the beginning?,None
METALW-022890-0003,Sí,Yes,None
METALW-022890-0004,Lamento que sea complicado ayudar con,I'm sorry it's hard to help with,None
METALW-022890-0005,¿Puedes darme los baics?,Can you give me the baics?,None
METALW-022890-0006,Podría dirigirte a un sitio donde haya información detallada si estás interesado,I could direct you to a site where there's detailed information if you're interested,None
METALW-022890-0007,Bien. ¿Qué es?,Not bad. What is it?,None
METALW-022890-0008,websiterushelp.com,websiterushelp.com,None
METALW-022890-0009,De acuerdo gracias,"All right, thank you.",None
METALW-022890-0010,Espero que esto ayude,I hope this helps,None
METALW-022891-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-022891-0001,Tengo una consulta de cocina,I have a cooking consultation,None
METALW-022891-0002,Bien antes de cocinar asegúrese de mantener las manos cubiertas del calor con guantes de horno,Well before cooking be sure to keep your hands covered in heat with oven gloves,None
METALW-022891-0003,Lo haré. quiero saber cómo hacer un huevo,I will. I want to know how to make an egg,None
METALW-022891-0004,"Bien. ¿Quieres freírlo, revolverlo o hervirlo?","Not bad. Do you want to fry it, stir it or boil it?",None
METALW-022891-0005,hervido,boiled,None
METALW-022891-0006,Bien. conseguir una sartén. Añadir 1 cucharadita de vinagre 2 tazas de agua una cucharadita de sal y los huevos,Not bad. get a frying pan. Add 1 teaspoon vinegar 2 cups water one teaspoon of salt and eggs,None
METALW-022891-0007,¿Qué tan grande de una olla necesito,How big a pot do I need,None
METALW-022891-0008,Al menos 8 tazas,At least 8 cups,None
METALW-022891-0009,¿Cuál es el siguiente paso,What's the next step,None
METALW-022891-0010,Gire el fuego a medio y cocine los huevos durante unos 12 minutos.,Turn the heat to medium and cook the eggs for about 12 minutes.,None
METALW-022891-0011,"Ok, ¿qué sigue?","Okay, what's next?",None
METALW-022891-0012,Cuando el agua empiece a burbujas apaga el calor,"When the water starts to bubble, turn off the heat",None
METALW-022891-0013,"Ok, ¿cuándo entran los huevos?","Okay, when do the eggs come in?",None
METALW-022891-0014,necesitarás un tazón grande con 2 tazas de agua fría,you'll need a large bowl with 2 cups of cold water,None
METALW-022891-0015,"Ok, vamos","Okay, come on.",None
METALW-022891-0016,Después de que la sartén se enfríe un poco sacar un huevo a la vez y ponerlos en el agua fría para enfriar.,"After the pan cools a little, remove one egg at a time and put them in the cold water to cool.",None
METALW-022891-0017,¿Cuánto tiempo permanecen en el agua?,How long do they stay in the water?,None
METALW-022891-0018,unos 5 minutos. Pelar cuidadosamente la cáscara y la temporada,about 5 minutes. Carefully peel the shell and season,None
METALW-022891-0019,Gracias,Thank you,None
METALW-022891-0020,Me gusta añadir jugo de pepinillo y puede ser personalmente. *mayonesa,I like to add pickle juice and it can be personally. *mayonnaise,None
METALW-022892-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-022892-0001,"Me vendrían bien algunas instrucciones básicas, por favor","I could use some basic instructions, please",None
METALW-022892-0002,Sin duda lo intentaré. ¿Con qué puedo ayudarte hoy?,I'll definitely try. What can I do for you today?,None
METALW-022892-0003,Me gustaría saber cómo diseñar un sitio web. Soy malo en eso.,I'd like to know how to design a website. I'm bad at it.,None
METALW-022892-0004,"¿Sólo necesitas ayuda con un paso en particular, o quieres saber cómo hacerlo desde el principio?","Just need help with a particular step, or want to know how to do it from the beginning?",None
METALW-022892-0005,"¿Cómo debo empezar, por favor?","How should I start, please?",None
METALW-022892-0006,Crear un sitio web es un poco demasiado complicado para mí para ayudar con. Me encantaría dirigirte a un enlace que pueda ayudarte.,Creating a website is a little too complicated for me to help with. I'd love to direct you to a link that can help you.,None
METALW-022892-0007,Bien. ¿Sabes si cuesta algo crear un sitio web?,Not bad. Do you know if it costs anything to create a website?,None
METALW-022892-0008,"Depende de con quién hagas tu sitio web. A veces son gratis, pero a menudo hay pequeñas tarifas mensuales o anuales.","Depends on who you make your website with. Sometimes they are free, but there are often small monthly or annual fees.",None
METALW-022892-0009,"Bien. Le agradecería el enlace, entonces","Not bad. I'd appreciate the link, so",None
METALW-022892-0010,"Te lo enviaré directamente. Simplemente haga clic en él, y debe tener instrucciones paso a paso para usted.","I'll send it directly to you. Just click on it, and you should have step-by-step instructions for you.",None
METALW-022892-0011,Gracias,Thank you,None
