UID,SEG,translation,profanity
METALW-014973-0001,Me gustaría saber dónde está un país.,I'd like to know where a country is.,None
METALW-014973-0002,Puedo ayudar con eso. ¿Qué país estás buscando?,I can help with that. What country are you looking for?,None
METALW-014973-0003,"Se llama ""Never Never Land"".",It's called Never Never Land.,None
METALW-014973-0004,No estoy mostrando Never Never Land en mi base de datos. ¿Te referías a Groenlandia?,I'm not showing Never Never Land in my database. You mean Greenland?,None
METALW-014973-0005,"No, no lo creo. ¿Puedes comprobarlo dos veces?","No, I don't think so. Can you check it twice?",None
METALW-014973-0006,He comprobado de nuevo y todavía no estoy encontrando nada con el nombre de Never Never Land. ¿Podría referirse a Nueva Zelanda?,I checked again and I'm still not finding anything by the name never never land. Could you refer to New Zealand?,None
METALW-014973-0007,"Ah sí, ese es el elegido.","Oh yes, that's the one.",None
METALW-014973-0008,Bien. Se encuentra al otro lado del océano desde donde estamos ahora.,Not bad. It's across the ocean from where we are now.,None
METALW-014973-0009,"¡Muy bien, gracias a un montón!","All right, thanks to a lot!",None
METALW-014973-0010,seguro. ¿Hay algo más con lo que pueda ayudarte?,sure. Is there anything else I can help you with?,None
METALW-014973-0011,no.,No.,None
METALW-014974-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-014974-0001,¿Puedes decirme dónde existe un lugar?,Can you tell me where there's a place?,None
METALW-014974-0002,¿Qué lugar estás buscando?,What place are you looking for?,None
METALW-014974-0003,Nunca aterrices,Never land,None
METALW-014974-0004,ese lugar no parece existir,that place doesn't seem to exist,None
METALW-014974-0005,¿En serio? Tal vez nunca rancho me refería a,Seriously? Maybe I never ranched I meant,None
METALW-014974-0006,quizás. También podría sugerir DisneyLand,maybe. You might also suggest DisneyLand,None
METALW-014974-0007,seguro. ¿Dónde está Disneylandia?,sure. Where's Disneyland?,None
METALW-014974-0008,que está en California,who's in California,None
METALW-014974-0009,Bien. fresco.,Not bad. fresh.,None
METALW-014974-0010,es mágico,it's magical,None
METALW-014975-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-014975-0001,¿Puedes ayudarme con la geografía?,Can you help me with geography?,None
METALW-014975-0002,Claro que sí. ¿Con qué necesitas ayuda?,Of course. What do you need help with?,None
METALW-014975-0003,¿Puedes decirme dónde se encuentra el país donde se encuentra Georgia?,Can you tell me where Georgia is located?,None
METALW-014975-0004,Georgia se encuentra en la intersección de Asia y Europa.,Georgia is located at the intersection of Asia and Europe.,None
METALW-014975-0005,¿Qué otros países están cerca?,What other countries are nearby?,None
METALW-014975-0006,"Rusia en el norte y Turquía, Armenia y Azerbaiyán en el sur","Russia in the north and Turkey, Armenia and Azerbaijan in the south",None
METALW-014975-0007,¿Sabes lo grande que es Georgia?,Do you know how big Georgia is?,None
METALW-014975-0008,Es como de tamaño mediano.,It's about medium-sized.,None
METALW-014975-0009,Bien. ¡Gracias por su ayuda hoy!,Not bad. Thank you for your help today!,None
METALW-014975-0010,De nada. ¿Algo más?,You are welcome. Anything else?,None
METALW-014976-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-014976-0001,Necesito encontrar un país,I need to find a country,None
METALW-014976-0002,seguro. ¿Cómo se llama?,sure. What's your name?,None
METALW-014976-0003,Atlántida,Atlantis,None
METALW-014976-0004,No estoy encontrando nada con ese nombre. ¿Podría ser Atlanta?,I'm not finding anything by that name. Could it be Atlanta?,None
METALW-014976-0005,"No, eso no es todo.","No, that's not all.",None
METALW-014976-0006,¿Italia?,Italy?,None
METALW-014976-0007,"No, es Atlantis","No, it's Atlantis.",None
METALW-014976-0008,"No veo nada con ese nombre. ¿Nueva Zelanda, tal vez?","I don't see anything by that name. New Zealand, perhaps?",None
METALW-014976-0009,No,No,None
METALW-014976-0010,No puedo ayudarte que.,I can't help you that.,None
METALW-014977-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-014977-0001,Necesito algunos datos geográficos.,I need some geographic data.,None
METALW-014977-0002,¿Qué datos quieres saber?,What data do you want to know?,None
METALW-014977-0003,¿Dónde está el país de Georgia?,Where is the country of Georgia?,None
