UID,SEG,translation,profanity
METALW-035056-0007,En la oficina principal en nuestra ubicación de Chicago,At the main office at our Chicago location,None
METALW-035056-0008,Bien. He programado su reunión con Jennifer el 24 de marzo a las 10 de la mañana en Chicago.,Not bad. I scheduled her meeting with Jennifer on March 24 at 10 a.m. in Chicago.,None
METALW-035056-0009,¡Gracias!,Thank you!,None
METALW-035056-0010,De nada.,You are welcome.,None
METALW-035057-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035057-0001,Hola me gustaría un poco de ayuda con una reunión por favor,Hi I'd like some help with a meeting please,None
METALW-035057-0002,"Tengo tu calendario levantado, ¿en qué puedo ayudarte?","I've got your calendar up, how can I help you?",None
METALW-035057-0003,Estoy buscando información sobre la ubicación de una de mis reuniones.,I'm looking for information about the location of one of my meetings.,None
METALW-035057-0004,¿Qué reunión estás buscando?,What meeting are you looking for?,None
METALW-035057-0005,Es para mi reunión de las 9:00,It's for my 9:00 meeting.,None
METALW-035057-0006,"¿Desea editar o cancelar esta reunión ahora, o necesita más información?","Do you want to edit or cancel this meeting now, or do you need more information?",None
METALW-035057-0007,Me gustaría saber dónde se va a celebrar esta reunión si es posible,I'd like to know where this meeting is going to be held if possible,None
METALW-035057-0008,Esa reunión está programada para la Sala Birch,That meeting is scheduled for the Birch Room.,None
METALW-035057-0009,Esa es toda la información que necesitaba. ¡Gracias!,That's all the information I needed. Thank you!,None
METALW-035057-0010,De nada,You are welcome,None
METALW-035058-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035058-0001,Tengo una reunión guardada para el 24 de marzo,I have a meeting saved for March 24th,None
METALW-035058-0002,Reunión para el 24 de marzo,Meeting for March 24,None
METALW-035058-0003,"Me gustaría añadir la ubicación ""Sala Birch"" a la reunión","I'd like to add the ""Birch Room"" location to the meeting",None
METALW-035058-0004,La habitación Birch está reservada. ¿Qué tal la Habitación Hogarth?,The Birch room is booked. How's the Hogarth Room?,None
METALW-035058-0005,¿Hay un conjunto de ubicaciones ahora?,Is there a set of locations now?,None
METALW-035058-0006,No hay ninguna ubicación establecida ahora. La habitación Birch está reservada. ¿Le gustaría programar la Sala HOgarth?,There is no location set now. The Birch room is booked. Would you like to schedule the HOgarth Room?,None
METALW-035058-0007,usted sabe que la Sala Hogarth hará,you know the Hogarth Room will do,None
METALW-035058-0008,Hogarth Room ha sido reservado. ¿A qué hora es la reunión?,Hogarth Room has been booked. What time is the meeting?,None
