UID,SEG,translation,profanity
METALW-025295-0008,"Ok, ahora hay una alarma para las 3 PM llamada ""Go Shopping"".","Okay, now there's a 3pm alarm called ""Go Shopping.""",None
METALW-025295-0009,gracias. Eso es todo.,Thank you. That's all.,None
METALW-025295-0010,De nada.,You are welcome.,None
METALW-025296-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-025296-0001,"Por favor, mueva la alarma de lunes a viernes de 3pm a viernes 3pm",Please move the alarm Monday through Friday from 3pm to Friday 3pm,None
METALW-025296-0002,Puedo trabajar en eso,I can work on that.,None
METALW-025296-0003,Thx,Thx,None
METALW-025296-0004,¿Quieres cambiar el nombre de la alarma?,Do you want to change the name of the alarm?,None
METALW-025296-0005,hora de la piscina,pool time,None
METALW-025296-0006,"Ok, he cambiado la alarma al viernes a las 3 pm y cambiarle el nombre a pool time","Okay, I changed the alarm at Friday at 3pm and renamed it pool time.",None
METALW-025296-0007,gr8t,gr8t,None
METALW-025296-0008,¿Hay algo más con lo que pueda ayudar?,Is there anything else I can help with?,None
METALW-025296-0009,Soy bueno.,I'm good.,None
METALW-025296-0010,Que tengas un gran día,Have a great day,None
METALW-025297-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-025297-0001,"Sí, ¿eres capaz de ayudarme con tus alarmas?","Yes, are you able to help me with your alarms?",None
METALW-025297-0002,"Sí, puedo ayudarte con alarmas. Pregunte lejos","Yes, I can help you with alarms. Ask far",None
METALW-025297-0003,Me gustaría poner una alarma para mañana a las 17.00 horas.,I'd like to set an alarm for tomorrow at 5:00 a.m.,None
METALW-025297-0004,"Muy bien, primero ¿qué sonido te gustaría usar para esta alarma?","All right, first what sound would you like to use for this alarm?",None
METALW-025297-0005,"¿Podemos convertirla en la canción ""SAD!"" de XXXTentacion?","Can we turn it into the song ""SAD!"" by XXXTentacion?",None
METALW-025297-0006,"También oí las malas noticias. triste. Sí, puedo hacerlo, ¿te gustaría nombrarlo Xxxtentacion?","I heard the bad news, too. sad. Yes, I can do it, would you like to name it Xxxtentacion?",None
METALW-025297-0007,"Sí, ¿y también puedes poner una alarma 5 minutos después para arreglar mi maquillaje después de llorar? ¡Eso sería maravilloso!","Yes, and can you also set an alarm 5 minutes later to fix my makeup after crying? That would be wonderful!",None
METALW-025297-0008,"Sí, puedo arreglar eso para ti. ¿Cuál es la duración de este alram?","Yes, I can fix that for you. What is the duration of this alram?",None
METALW-025297-0009,¡Muchas gracias! ¡Eso ayuda mucho!,Thanks a lot! That helps a lot!,None
METALW-025297-0010,Siempre estoy aquí para ayudar. Espero que te sientas mejor. También estoy cansado de perder niños a causa de la violencia.,I'm always here to help. I hope you feel better. I'm also tired of losing children because of violence.,None
METALW-025297-0011,"¡Dios mío, lo sé bien! su ridículo","Oh, my God, I know! his ridiculous",None
METALW-025297-0012,Bendito sea mi amigo.,Bless my friend.,None
METALW-025297-0013,Los niños de 20 años no deberían estar muriendo así. ¡tú también!,20-year-olds shouldn't be dying like this. You too!,None
METALW-025298-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-025298-0001,puedes ayudarme con mis alarmas,you can help me with my alarms,None
