UID,SEG,translation,profanity
METALW-008790-0007,La única manera de aceptar el crédito de la tienda es si es la cantidad por lo que pagué por este casco defectuoso.,The only way to accept the store credit is if it's the amount I paid for this defective helmet.,None
METALW-008790-0008,Eso es todo lo que se me permite ofrecer. Podría dirigirte a un gerente.,That's all I'm allowed to offer. I could direct you to a manager.,None
METALW-008790-0009,Dame un número de contacto a alguien en lo alto con el que pueda hablar sobre este tema.,Give me a contact number to someone at the top I can talk to about this.,None
METALW-008790-0010,Lo haré.,I will.,None
METALW-008791-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008791-0001,¿Hay un bot de pedidos?,Is there an order bot?,None
METALW-008791-0002,"Puedo ayudarte con la información del pedido, si a eso te refieres?","Can I help you with the order information, if that's what you mean?",None
METALW-008791-0003,¡Sí! He comprado un casco de bicicleta de artículos deportivos inc y no se recortará. Necesito devolverlo,Yes! I bought a bike helmet from sporting goods inc and it will not be trimmed. I need to return it.,None
METALW-008791-0004,"Lo siento, pero no permiten devoluciones.","I'm sorry, but they don't allow returns.",None
METALW-008791-0005,"Bueno, eso simplemente no está bien Señor / Señora bot!! este casco no funciona, me vendieron un producto defectuoso!","Well, that's just not right Lord/Lady bot!! this helmet doesn't work, they sold me a defective product!",None
METALW-008791-0006,¿Desea su número de servicio al cliente?,Do you want your customer service number?,None
METALW-008791-0007,"¡Sí, por favor! Realmente voy a dejar que lo tengan","Yes, please! I'm really going to let them have it.",None
METALW-008791-0008,"Ok, es 394-9898.","Okay, it's 394-9898.",None
METALW-008791-0009,Gracias ordenando bot,Thank you ordering bot,None
METALW-008791-0010,Seguro que no es bot.,I'm sure it's not bot.,None
METALW-008792-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008792-0001,Me gustaría pedir algo.,I'd like to order something.,None
METALW-008792-0002,Puedo tomar tu orden.,I can take your order.,None
METALW-008792-0003,"Bien, me gustaría pedir este libro.","Well, I'd like to order this book.",None
METALW-008792-0004,"Bien, puedo hacer el pedido del libro para ti.","Well, I can order the book for you.",None
METALW-008792-0005,¿Cuándo se enviará?,When will it be sent?,None
METALW-008792-0006,"El libro se enviará en 3 días, pero no sé cuánto tiempo tomará recibir.","The book will be sent in 3 days, but I don't know how long it will take to receive.",None
METALW-008792-0007,"Bien, pide el libro.","Okay, order the book.",None
METALW-008792-0008,He hecho tu pedido para el libro.,I made your order for the book.,None
METALW-008792-0009,Gracias.,Thank you.,None
METALW-008792-0010,De nada. ¡Que tengas un buen día!,You are welcome. Have a nice day!,None
METALW-008793-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008793-0001,Necesito devolver un artículo defectuoso que compré ayer,I need to return a defective item that I bought yesterday,None
METALW-008793-0002,¿Tienes un recibo? dame el número de código de recibo de 10 dígitos,Do you have a receipt? give me the 10-digit receipt code number,None
METALW-008793-0003,687984654679 quiero un reembolso,687984654679 I want a refund,None
METALW-008793-0004,"Está bien, encontré eso. Parece una sartén de hierro fundido ¿Es eso correcto?","All right, I found that. Looks like a cast-iron frying pan, is that correct?",None
METALW-008793-0005,"Sí, ¿puedes darme un reembolso?","Yes, can you give me a refund?",None
METALW-008793-0006,"Te estoy enviando una etiqueta de envío por correo electrónico. Una vez que haya encajonado el artículo y conectado la etiqueta de envío, debe llevarlo a una entrega de UPS. Después de recibir el artículo recibirá un reembolso","I'm emailing you a shipping label. Once you have boxed the item and connected the shipping label, you must take it to a UPS delivery. After receiving the item you will receive a refund",None
METALW-008793-0007,Gracias,Thank you,None
METALW-008793-0008,¡Eres bienvenido! De cualquier otra manera puedo ayudarte,You're welcome! Either other way I can help you,None
METALW-008793-0009,gracias eso es todo,thank you that's all,None
METALW-008793-0010,¡Que tengas un buen día!,Have a nice day!,None
METALW-008794-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008794-0001,Me gustaría hacer una devolución de un artículo,I'd like to make a return of an item,None
METALW-008794-0002,"Lo siento, nuestra tienda no acepta productos devueltos.","I'm sorry, our store does not accept returned products.",None
METALW-008794-0003,El artículo es defectuoso,The item is defective,None
METALW-008794-0004,La política de la tienda establece que todas las compras no son retornables y no reembolsables.,The store policy states that all purchases are non-returnable and non-refundable.,None
METALW-008794-0005,¿Así que te niegas a reemplazar un artículo que no fue tan anunciado por ser roto?,So you refuse to replace an item that wasn't so advertised for being broken?,None
METALW-008794-0006,Desafortunadamente no podemos aceptar devoluciones ni emitir reembolsos.,Unfortunately we cannot accept returns or issue refunds.,None
METALW-008794-0007,Deseo hablar con un gerente,I want to talk to a manager,None
METALW-008794-0008,Puede comunicarse con nuestros representantes en vivo al 555-555-5555 de lunes a viernes de 9AM a 5PM PST.,You can contact our representatives live at 555-555-5555 Monday through Friday from 9AM to 5PM PST.,None
METALW-008794-0009,Eres un robot aborreciblemente inútil. ¡¡¡¡¡¡¡¡Buenos días!!!!!!!!,You're a abhorrently useless robot. Good morning!!!!!!!!,None
METALW-008794-0010,¡que tenga un día maravilloso!,Have a wonderful day!,None
METALW-008795-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008795-0001,"Quiero comprar algo en una tienda en línea, por favor.","I want to buy something from an online store, please.",None
METALW-008795-0002,"Muy bien, ¿y qué te gustaría?","All right, so what would you like?",None
METALW-008795-0003,Quiero comprar un sombrero nuevo de Amazon,I want to buy a new hat from Amazon,None
METALW-008795-0004,"Muy bien, perfecto, está en tu carrito. ¿Algo más?","All right, perfect, it's in your cart. Anything else?",None
METALW-008795-0005,"Sí, ¿puede continuar con la aplicación de un código de cupón para ese elemento?","Yes, can you continue to apply a coupon code for that item?",None
METALW-008795-0006,¿Qué es el cupón?,What is the coupon?,None
METALW-008795-0007,X049F0D1,X049F0D1,None
METALW-008795-0008,"Lo siento, ese cupón ha caducado.","I'm sorry, that coupon has expired.",None
METALW-008795-0009,"De todos modos, gracias.","Anyway, thank you.",None
METALW-008795-0010,No te preocupes,Do not worry,None
METALW-008796-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008796-0001,Hola. Quería pedirte un taburete.,Hello. I wanted to ask you for a stool.,None
METALW-008796-0002,"Sí, ¿qué tipo de taburete te gustaría?","Yes, what kind of stool would you like?",None
METALW-008796-0003,Hay uno de plástico rojo que vi en línea. ¿Conoces el precio?,There's a red plastic one I saw online. Do you know the price?,None
METALW-008796-0004,Encontré un taburete de plástico rojo por $50. ¿Este es el que quieres?,I found a red plastic stool for $50. Is this the one you want?,None
METALW-008796-0005,Sí. Planeo usar el código cupón BackToSchool18.,Yes. I plan to use coupon code BackToSchool18.,None
METALW-008796-0006,"Lo siento, pero ese código de cupón ha expirado. Hay actualizados en el sitio web de nuestra tienda.","I'm sorry, but that coupon code has expired. There are updated on our store's website.",None
METALW-008796-0007,Bien. ¿PeeWee50 sigue activo?,Not bad. Is PeeWee50 still active?,None
METALW-008796-0008,"Lo siento, pero el código no se aplica a las heces.","I'm sorry, but the code doesn't apply to faeces.",None
METALW-008796-0009,Bien. ¿Qué hay de StoolSample10?,Not bad. What about StoolSample10?,None
METALW-008796-0010,Lamento que uno también haya caducado,I'm sorry one also expired.,None
METALW-008796-0011,Bueno. Traeré el taburete de todos modos.,Well. I'll get the stool anyway.,None
METALW-008796-0012,"Bien, ¿Cómo te gustaría pagar","Well, how would you like to pay",None
METALW-008796-0013,Tengo mi información de pago guardada. mi nombre es Curly Doodlemeyer.,I have my payment information saved. my name is Curly Doodlemeyer.,None
METALW-008796-0014,"Bien, he encontrado tu información. ¿Quieres que lo envíen o lo recogerás?","Well, I found your information. Do you want to be sent or will you pick it up?",None
METALW-008796-0015,Lo recogeré. Gracias.,I'll pick it up. Thank you.,None
METALW-008796-0016,de acuerdo gracias,"all right, thank you",None
METALW-008797-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008797-0001,"me gustaría, como pedir un juguete","I'd like, like ordering a toy",None
METALW-008797-0002,"Ok, ¿qué juguete quieres?","Okay, what toy do you want?",None
METALW-008797-0003,Un camión de juguete,A toy truck,None
METALW-008797-0004,camión de juguete añadido. se enviará en 3 días si se compra ahora,Toy truck added. will ship in 3 days if purchased now,None
METALW-008797-0005,"Entonces, ¿cuándo lo conseguiré?",So when am I going to get it?,None
METALW-008797-0006,No sé cuánto tiempo tomará llegar,I don't know how long it's going to take to get there.,None
METALW-008797-0007,¿No tienes una estimación?,Don't you have an estimate?,None
METALW-008797-0008,No puedo hacer que esta estimación lo sienta,I can't make this estimate feel it,None
METALW-008797-0009,bien gracias,Fine thank you,None
METALW-008797-0010,arrepentido,repentant,None
METALW-008798-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008798-0001,Quiero comprar un casco de bicicleta,I want to buy a bike helmet,None
METALW-008798-0002,¿Tienes una marca en mente?,Do you have a mark on your mind?,None
METALW-008798-0003,UVEX,UVEX,None
METALW-008798-0004,"Ir al sitio web de UVEX. ¿Quieres tamaño S,M o L?","Go to the UVEX website. Do you want size S,M or L?",None
METALW-008798-0005,M por favor,M please,None
METALW-008798-0006,"M tamaño sería $59.99, ¿le gustaría hacer un pedido?","M size would be $59.99, would you like to place an order?",None
METALW-008798-0007,¿Será negro?,Will it be black?,None
METALW-008798-0008,"Sí color negro está disponible. M tamaño, UVEX, en negro $59.99. Por favor, confirme.","Yes black color is available. M size, UVEX, black $59.99. Please confirm.",None
METALW-008798-0009,"Por favor, colóquelo en mi carrito, me gustaría seguir comprando","Please put it in my cart, I'd like to keep buying",None
METALW-008798-0010,Estás listo.,Are you ready.,None
METALW-008799-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008799-0001,Me gustaría comprar tres maletas.,I'd like to buy three bags.,None
METALW-008799-0002,Puedo ayudar con eso,I can help with that.,None
METALW-008799-0003,Bien. bolsa 3231 bolsa 6767 bolsa 9009,Not bad. bag 3231 bag 6767 bag 9009,None
METALW-008799-0004,ok y ¿cómo estamos pagando por estos hoy?,ok and how are we paying for these today?,None
METALW-008799-0005,débito.,debit.,None
METALW-008799-0006,De acuerdo,I agree,None
METALW-008799-0007,¿Te doy mi tarjeta?,Can I give you my card?,None
METALW-008799-0008,Todavía no,Not yet,None
METALW-008799-0009,De acuerdo,I agree,None
METALW-008799-0010,permítanme obtener la dirección primero,let me get the address first,None
METALW-008799-0011,¿Cuánto tiempo tardarán en llegar aquí?,How long will it take them to get here?,None
METALW-008800-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-008800-0001,"Hola, necesito devolver un casco","Hi, I need to return a helmet",None
METALW-008800-0002,¿Me puede dar tu número de oder?,Can I have your oder number?,None
METALW-008800-0003,Sí su 4414262,Yes your 4414262,None
METALW-008800-0004,Ya lo veo. ¿Es el casco el único objeto que regresarás?,I can see that. Is the hull the only item you'll come back to?,None
METALW-008800-0005,"Sí, es defectuoso","Yes, it's flawed.",None
