UID,SEG,translation,profanity
METALW-019421-0004,"Muy bien, ¿y cómo te gustaría que se ordenaran?","All right, and how would you like them sorted?",None
METALW-019421-0005,"De lo más cercano a lo más lejano de Chicago, Illinois","From the closest to the farthest reaches of Chicago, Illinois",None
METALW-019421-0006,"La ciudad más cercana a Chicago es Flint, seguida de Nueva York, y luego Denver.","The nearest city to Chicago is Flint, followed by New York, and then Denver.",None
METALW-019421-0007,"¡Oh, impresionante!","Oh, awesome!",None
METALW-019421-0008,¿Hay algo más que quieras arreglar?,Is there anything else you want to fix?,None
METALW-019421-0009,"Ahora mismo no, volveré más tarde por más. gracias.","Not right now, I'll be back later. Thank you.",None
METALW-019421-0010,"¡Muy bien, que tengas un gran día!","All right, have a great day!",None
METALW-019422-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-019422-0001,¿Sabes lo de los Beatles?,You know about the Beatles?,None
METALW-019422-0002,¡seguro!,sure!,None
METALW-019422-0003,¿Puedes ordenar a todos los miembros de los Beatles antes de la fecha de nacimiento?,Can you order all Beatles members before the date of birth?,None
METALW-019422-0004,Claro que me dan un momento...,Of course they give me a moment...,None
METALW-019422-0005,¿Okey sigue ahí?,Is Okey still there?,None
METALW-019422-0006,"George, Paul, John y Ringo de menor a mayor edad","George, Paul, John and Ringo from underage",None
METALW-019422-0007,Gracias,Thank you,None
METALW-019422-0008,De nada,You are welcome,None
METALW-019422-0009,Que tengas un buen día,Have a nice day,None
METALW-019422-0010,Tú también,You too,None
METALW-019423-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-019423-0001,St Louis Miami Florida y Honolulu Hawaii ¿puedes ordenar estas tres ciudades de la más cercana a la más lejana de Chicago Illinois?,St Louis Miami Florida and Honolulu Hawaii can you order these three cities from the nearest to the farthest in Chicago Illinois?,None
METALW-019423-0002,"St Louis, Miami, Honolulu","St Louis, Miami, Honolulu",None
METALW-019423-0003,Muy buen agradecimiento,Very good thanks,None
METALW-019423-0004,de nada,You are welcome,None
METALW-019423-0005,¿Hasta dónde está Honolulu?,How far is Honolulu?,None
METALW-019423-0006,4246 millas,4246 miles,None
METALW-019423-0007,¿Puedes reservarme un boleto allí?,Can you book me a ticket there?,None
METALW-019423-0008,seguro de cuáles son las fechas,sure what the dates are,None
METALW-019423-0009,"Estaba bromeando, no puedo permitirme ir a Honolulu","I was joking, I can't afford to go to Honolulu",None
METALW-019423-0010,¡un día lo harás!,One day you will!,None
METALW-019423-0011,gracias,Thank you,None
METALW-019424-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-019424-0001,"Hola, necesito ayuda para ordenar.","Hi, I need help ordering.",None
METALW-019424-0002,Me encantaría ayudar.,I'd love to help.,None
METALW-019424-0003,"¿Puedes ordenar las palabras perros, pájaros y gato de más largo a más corto.","Can you sort the words dogs, birds and cat from longest to shortest.",None
METALW-019424-0004,"Claro. Pájaros, perros, gato.","Of course. Birds, dogs, cat.",None
METALW-019424-0005,"maravilloso. Y puedes ordenar las palabras rana, pescador, y seguir el mismo camino.","wonderful. And you can sort out the words frog, fisherman, and follow the same path.",None
METALW-019424-0006,"Claro. Eso sería pescador, palo, rana.","Of course. That would be fisherman, stick, frog.",None
METALW-019424-0007,"Y uno más, papá, tazón y sofá por favor. De la misma manera.","And one more, Dad, bowl and sofa please. The same way.",None
METALW-019424-0008,"Sofá, tazón, papá.","Sofa, bowl, Dad.",None
METALW-019424-0009,Has sido de gran ayuda con mi tarea de doctorado.,You've been a great help with my PhD assignment.,None
METALW-019424-0010,¡Excelente! Te deseo suerte. Todos necesitamos ayuda con tareas difíciles como estas.,excellent! I wish you luck. We all need help with difficult tasks like this.,None
METALW-019425-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-019425-0001,Quiero que me arregles algunos artículos.,I want you to fix some items for me.,None
METALW-019425-0002,¿Seguro que qué te gustaría que ordenara?,Are you sure what would you like me to order?,None
METALW-019425-0003,"Ordene estas citas por lo cerca que están de Chicago, más cercano a lo más lejano: Milwaukee, Berlín, Phoenix.","Order these appointments by how close they are to Chicago, closest to the farthest: Milwaukee, Berlin, Phoenix.",None
METALW-019425-0004,"Lo más cercano a Chicago es, Pheonix, Milwaukee y Berlín en ese orden","The closest thing to Chicago is, Pheonix, Milwaukee and Berlin in that order",None
METALW-019425-0005,Entiendo. Gracias por la valiosa información.,I understand. Thank you for the valuable information.,None
METALW-019425-0006,De nada. ¿Qué más puedo ayudarte a ordenar?,You are welcome. What else can I help you order?,None
METALW-019425-0007,"¿Puedes ordenar estos nombres por orden alfabético: Bob, Tom, Joe?","Can you sort these names in alphabetical order: Bob, Tom, Joe?",None
METALW-019425-0008,"seguro. El orden alfabético es Tom, Joe, Then Bob : )","sure. The alphabetical order is Tom, Joe, Then Bob : )",None
METALW-019425-0009,"Muy bien, gracias. Eso es todo lo que necesito saber.","Very good, thank you. That's all I need to know.",None
METALW-019425-0010,¡De nada!,You are welcome!,None
METALW-019426-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-019426-0001,Necesito ayuda para localizar algunas ciudades,I need help locating some cities,None
METALW-019426-0002,¿cómo puedo ayudar,how can I help,None
METALW-019426-0003,¿Puedes ordenar una lista de ciudades de las más cercanas a las más lejanas de Chicago?,Can you order a list of cities from the nearest to the farthest ones in Chicago?,None
METALW-019426-0004,"lo siento, no tengo la capacidad de hacer eso","I'm sorry, I don't have the ability to do that",None
METALW-019426-0005,"Detroit, RAE de Hong Kong, Seattle.. ordenarlos por favor","Detroit, HONG Kong SAR, Seattle. sort them please",None
METALW-019426-0006,"lo siento, ¿no tengo la capacidad de nada más?","I'm sorry, don't I have the capacity for anything else?",None
METALW-019426-0007,¿Al menos puedes decirme cuál es el más cercano a Chcago?,Can you at least tell me which one is closest to Chcago?,None
METALW-019426-0008,madison Wisconsin,Madison Wisconsin,None
METALW-019426-0009,"Ok, no importa","Okay, it doesn't matter.",None
METALW-019426-0010,¿Algo más?,Anything else?,None
METALW-019427-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-019427-0001,Hay algunas cosas que quiero resolver.,There are some things I want to solve.,None
METALW-019427-0002,"Claro, puedo ayudar con eso. ¿Qué necesitas ordenar?","Sure, I can help with that. What do you need to order?",None
METALW-019427-0003,Quiero ordenar películas de mejor a peor.,I want to order movies from best to worst.,None
METALW-019427-0004,seguro. ¿Qué películas te gustaría ordenar?,sure. What movies would you like to order?,None
METALW-019427-0005,"Mad Max fury road, Vengadores y transformadores","Mad Max fury road, Avengers and Transformers",None
METALW-019427-0006,"En orden de mejor a peor según IMDB es The Avengers, Mad Max: Fury Road, y luego Transformers. ¿Tienes alguna otra pregunta?","In order from best to worst according to IMDB is The Avengers, Mad Max: Fury Road, and then Transformers. Do you have any other questions?",None
METALW-019427-0007,"oh. De acuerdo, gracias. Es todo","oh. All right, thank you. That's all",None
METALW-019427-0008,"¡No hay problema, si tienes otras preguntas no tengas miedo de hacer!","No problem, if you have other questions don't be afraid to ask!",None
METALW-019427-0009,Bien,Not bad,None
METALW-019427-0010,Gracias por usar nuestro servicio.,Thank you for using our service.,None
METALW-019428-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-019428-0001,"Hola, tengo una pregunta sobre The Beatles.","Hi, I have a question about The Beatles.",None
METALW-019428-0002,"Hola, ¿qué te gustaría saber de los Beatles?","Hey, what would you like to know about the Beatles?",None
METALW-019428-0003,¿Puedes enumerar a los miembros de la banda?,Can you list the band members?,None
METALW-019428-0004,¿Desea que los miembros enumerados en cualquier tipo de pedido?,Do you want members listed in any order type?,None
