UID,SEG,translation,profanity
METALW-004368-0004,Sí. ¿Qué contacto debo editar para usted?,Yes. Which contact should I edit for you?,None
METALW-004368-0005,Paul George,Paul George,None
METALW-004368-0006,¿Cómo puedo editar a Paul George para ti?,How can I edit Paul George for you?,None
METALW-004368-0007,Quiero cambiar el número de teléfono asociado con este contacto por favor,I want to change the phone number associated with this contact please,None
METALW-004368-0008,"Bien, ¿cuál es el nuevo número de teléfono?","Well, what's the new phone number?",None
METALW-004368-0009,El nuevo número es 555-123-4567,The new number is 555-123-4567,None
METALW-004368-0010,¿Le gustaría actualizar su dirección de correo electrónico también. OKCtoLA@gmail.com es su correo electrónico actual.,Would you like to update your email address as well. OKCtoLA@gmail.com is your current email address.,None
METALW-004368-0011,"La dirección de correo electrónico está bien, al igual que gracias","The email address is fine, just like thank you",None
METALW-004369-0000,"Hola, ¿en qué puedo ayudarle? ¿Hola?","Hi, how can I help you? Hello?",None
METALW-004369-0001,hola gestionar mis contactos,hello manage my contacts,None
METALW-004369-0002,Sí. ¿Qué cuentas sería?,Yes. What's the bill?,None
METALW-004369-0003,encontrar contacto Jane y eliminar su,find Jane contact and remove her,None
METALW-004369-0004,Bien. Por favor espera un momento,Not bad. Please wait a minute,None
METALW-004369-0005,De acuerdo,I agree,None
METALW-004369-0006,contacto jane ha sido engañado,jane contact has been deceived,None
METALW-004369-0007,ahora añadir nuevo contacto para James,now add new contact for James,None
METALW-004369-0008,¿A James se le ha añadido algo más?,Has James been added anything else?,None
METALW-004369-0009,añadir número 555 3343,add number 555 3343,None
METALW-004369-0010,gracias,Thank you,None
METALW-004370-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004370-0001,Necesito ayuda con mi contacto,I need help with my contact.,None
METALW-004370-0002,¿Con qué contacto puedo ayudarle?,What contact can I help you with?,None
METALW-004370-0003,Mi madre,Oh my God,None
METALW-004370-0004,¿Qué te gustaría el cambio?,What would you like about change?,None
METALW-004370-0005,Ella ha pasado así que por favor eliminar su,She has passed so please eliminate her,None
METALW-004370-0006,"Si la elimino, no tiene números de teléfono asociados con ese contacto","If I delete it, you don't have phone numbers associated with that contact",None
METALW-004370-0007,"Bien, hazlo de todos modos","Well, do it anyway.",None
METALW-004370-0008,He quitado el número. ¿Hay algo más con lo que pueda ayudarte?,I removed the number. Is there anything else I can help you with?,None
METALW-004370-0009,No,No,None
METALW-004370-0010,Me alegro de poder ayudar.,I'm glad I can help.,None
METALW-004371-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004371-0001,Abre mis contactos,Open my contacts,None
METALW-004371-0002,Contactos abiertos.,Contacts open.,None
METALW-004371-0003,Añadir 666 778 9990 a la soprano Tony,Add 666 778 9990 to soprano Tony,None
METALW-004371-0004,Parece que Tony Soprano ya tiene un número de teléfono en la lista. ¿Te gustaría añadir una segunda?,Looks like Tony Soprano already has a phone number on the list. Would you like to add a second one?,None
METALW-004371-0005,"Sí, hazlo celular","Yes, make it cellular",None
METALW-004371-0006,¡Entiendo! Se ha añadido el número de teléfono celular. ¿Hay algo más que pueda hacer?,I understand! Added cell phone number. Is there anything else I can do?,None
METALW-004371-0007,No,No,None
METALW-004371-0008,Bien. ¡Que tengas un gran día!,Not bad. Have a great day!,None
METALW-004371-0009,Sub 2,U2,None
METALW-004371-0010,Cuídate.,Take care.,None
METALW-004371-0011,Adiós,Good bye,None
METALW-004372-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004372-0001,¿Puedes acceder a mis contactos?,Can you access my contacts?,None
METALW-004372-0002,eso es lo que hago,that's what I do,None
METALW-004372-0003,Me gusta borrar un contacto.,I like to delete a contact.,None
METALW-004372-0004,¿Cuál?,Which one?,None
METALW-004372-0005,El nombre es John Smith.,The name is John Smith.,None
METALW-004372-0006,¿Estás seguro de que quieres hacer esto?,Are you sure you want to do this?,None
METALW-004372-0007,"Sí, claro.","yes, right.",None
METALW-004372-0008,"será un cambio permanente, ¿de acuerdo?","it's going to be a permanent change, okay?",None
METALW-004372-0009,Eso está bien.,That's ok.,None
METALW-004372-0010,por lo que es 100% positivo que desea eliminar este contacto?,so it's 100% positive that you want to delete this contact?,None
METALW-004373-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004373-0001,"hola, necesito manejar mis contactos","hello, I need to manage my contacts",None
METALW-004373-0002,ok estoy tirando hacia arriba,ok I'm pulling up,None
METALW-004373-0003,Quiero añadir un segundo número de teléfono para Roger Smith,I want to add a second phone number for Roger Smith,None
METALW-004373-0004,ok roger smith actualmente tiene 1 número,ok roger smith currently has 1 number,None
METALW-004373-0005,por favor agregue su número de teléfono de trabajo como 755-555-5544,please add your work phone number as 755-555-5544,None
METALW-004373-0006,segundo número añadido,second number added,None
METALW-004373-0007,gracias eso es todo lo que necesito,thank you that's all I need,None
METALW-004373-0008,Seguro que sí,I'm sure it is.,None
METALW-004373-0009,Te lo agradezco,I appreciate it.,None
METALW-004373-0010,No hay problema,No problem,None
METALW-004374-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004374-0001,Necesito ayuda para gestionar mis contactos.,I need help managing my contacts.,None
METALW-004374-0002,seguro. ¿Qué cambios le gustaría realizar en sus contactos?,sure. What changes would you like to make to your contacts?,None
METALW-004374-0003,Quiero añadir un nuevo contacto.,I want to add a new contact.,None
METALW-004374-0004,¿Cuál es el nombre de su nuevo contacto?,What is the name of your new contact?,None
METALW-004374-0005,John Smith.,John Smith.,None
METALW-004374-0006,Ya hay un John Smith en tus contactos. ¿Es una persona nueva?,There's already a John Smith in your contacts. Is he a new person?,None
METALW-004374-0007,"Sí. Por favor, mencione en el bio ""compañero de trabajo"".","Yes. Please mention in the bio ""co-worker"".",None
METALW-004374-0008,"Ok, ¿cuál es el número de teléfono del nuevo contacto?","Okay, what's the phone number of the new contact?",None
METALW-004374-0009,32134523.,32134523.,None
METALW-004374-0010,El nuevo número de teléfono ha sido añadido para John Smith.,The new phone number has been added for John Smith.,None
METALW-004374-0011,gracias.,Thank you.,None
METALW-004375-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004375-0001,"Hola, necesito ayuda con un contacto.","Hi, I need help with a contact.",None
METALW-004375-0002,¿Qué contacto?,What contact?,None
METALW-004375-0003,¿Tengo uno llamado Biff Baff?,Do I have one named Biff Baff?,None
METALW-004375-0004,Sí.,Yes.,None
METALW-004375-0005,"Cambia su nombre a ""Bad Biff"", por favor. Ha sido un verdadero idiota últimamente.","Change your name to Bad Biff, please. He's been a real idiot lately.",None
METALW-004375-0006,Está bien cambiar.,It's okay to change.,None
METALW-004375-0007,gracias.,Thank you.,None
METALW-004375-0008,¿Algo más?,Anything else?,None
METALW-004375-0009,"No, eso es todo por hoy.","No, that's all for today.",None
METALW-004375-0010,"De acuerdo, gracias.","All right, thank you.",None
METALW-004376-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004376-0001,Me gustaría añadir un nuevo contacto,I'd like to add a new contact,None
METALW-004376-0002,seguro de qué es?,sure what it is?,None
METALW-004376-0003,Lebron James,Lebron James,None
METALW-004376-0004,"lo siento, pero me di cuenta de que ya tienes un contacto llamado Lebron James.","I'm sorry, but I realized you already have a contact named Lebron James.",None
METALW-004376-0005,"Bien, en vez de añadir Kevin Love","Well, instead of adding Kevin Love",None
METALW-004376-0006,"bien, entonces","Well, then",None
METALW-004376-0007,Agregue el número 342819283 a ese contacto,Add number 342819283 to that contact,None
METALW-004376-0008,está bien seguro,it's pretty safe,None
METALW-004376-0009,gracias,Thank you,None
METALW-004376-0010,hecho,fact,None
METALW-004377-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004377-0001,Necesito actualizar uno de mis contactos,I need to update one of my contacts,None
METALW-004377-0002,"Claro, ¿qué contacto necesitas actualizar?","Of course, which contact do you need to update?",None
METALW-004377-0003,david jones,david jones,None
METALW-004377-0004,"Bien, ¿y qué puedo hacer con el perfil de David Jones para ti?","Well, what can I do with David Jones' profile for you?",None
METALW-004377-0005,¿Puedo añadir otro número de teléfono para él?,Can I add another phone number for him?,None
METALW-004377-0006,"Sí, puedo añadir un número de teléfono, pero ya existe uno. ¿Quieres añadir un segundo número a su perfil?","Yes, I can add a phone number, but one already exists. Want to add a second number to your profile?",None
METALW-004377-0007,"Sí, por favor, este es su número de trabajo 555-555-5555","Yes, please, this is your work number 555-555-5555",None
METALW-004377-0008,"Muy bien, ¿y qué ranura debo introducir este número? Trabajo, Celular o Hogar","All right, and what slot should I enter this number? Work, Cell Phone or Home",None
METALW-004377-0009,trabajo por favor,work please,None
METALW-004377-0010,"¡Está bien, listo! El perfil de David Jones ha sido actualizado para incluir un número de trabajo de 555-555-5555","All right, ready! David Jones' profile has been updated to include a working number of 555-555-5555",None
METALW-004377-0011,¡Muchas gracias!,Thanks a lot!,None
METALW-004377-0012,De nada,You are welcome,None
METALW-004378-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004378-0001,Necesito borrar un contacto,I need to delete a contact,None
METALW-004378-0002,"Bien, ¿qué contacto te gustaría borrar?","Well, which contact would you like to delete?",None
METALW-004378-0003,Es Jimmy Smith,It's Jimmy Smith.,None
METALW-004378-0004,¿Estás seguro de que quieres borrar el contacto de Jimmy Smith?,Are you sure you want to delete Jimmy Smith's contact?,None
METALW-004378-0005,"Sí, por favor adelante con su borrado","Yes, please go ahead with your erasure",None
METALW-004378-0006,Esta acción no se puede deshacer,This action cannot be undone,None
METALW-004378-0007,Está bien,It is ok,None
METALW-004378-0008,Borrando ahora..,Erasing now..,None
METALW-004378-0009,gracias,Thank you,None
METALW-004378-0010,bienvenido,welcome,None
METALW-004379-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004379-0001,Busque un contacto por favor.,Please find a contact.,None
METALW-004379-0002,"Claro, ¿a quién quieres que busque?","Sure, who do you want me to look for?",None
METALW-004379-0003,¿Puedes encontrar a John Smith ahí?,Can you find John Smith there?,None
METALW-004379-0004,"Sí, veo a John Smith. ¿Desea ponerse en contacto o editar este contacto?","Yes, I see John Smith. Do you want to contact or edit this contact?",None
METALW-004379-0005,¿El contacto tiene un número de teléfono para el teléfono residencial?,Does the contact have a phone number for the home phone?,None
METALW-004379-0006,El número de teléfono residencial de John Smith es 536-357-5684.,John Smith's home phone number is 536-357-5684.,None
METALW-004379-0007,"Elimine ese número y agregue un nuevo número, por favor.","Delete that number and add a new number, please.",None
METALW-004379-0008,Claro. ¿Cuál es el nuevo número?,Of course. What's the new number?,None
METALW-004379-0009,El nuevo número es 453-8542.,The new number is 453-8542.,None
METALW-004379-0010,He cambiado el número de teléfono de John Smith al 453-8542.,I changed John Smith's phone number to 453-8542.,None
METALW-004379-0011,"Guarde y salga, por favor.","Save and exit, please.",None
METALW-004379-0012,Acciones guardadas.,Saved actions.,None
METALW-004380-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004380-0001,"Por favor, gestione mis contactos",Please manage my contacts,None
METALW-004380-0002,cosa segura lo que quieres que haga ?,sure thing what do you want me to do?,None
METALW-004380-0003,Elimina todos mis favoritos en mis contactos,Delete all my favorites in my contacts,None
METALW-004380-0004,Comprobación ahora ¿Estás seguro de ello?,Check now Are you sure about it?,None
METALW-004380-0005,Sí,Yes,None
METALW-004380-0006,Bien,Not bad,None
METALW-004380-0007,gracias,Thank you,None
METALW-004380-0008,¿Eliminar ahora algo más eliminado?,Delete something else deleted now?,None
METALW-004380-0009,"¡No, gracias!",No thanks!,None
METALW-004380-0010,bienvenido,welcome,None
METALW-004381-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004381-0001,¿Puedes ayudarme a gestionar mis contactos?,Can you help me manage my contacts?,None
METALW-004381-0002,"¡Claro, ¿qué puedo hacer por ti!","Of course, what can I do for you!",None
METALW-004381-0003,Quiero que borres a Jenny Smith,I want you to erase Jenny Smith.,None
METALW-004381-0004,¿Estás 100% seguro de que quieres borrar este contacto?,Are you 100% sure you want to delete this contact?,None
METALW-004381-0005,"Sí, rompimos y quiero seguir adelante","Yes, we broke up and I want to move on.",None
METALW-004381-0006,"Ok, he borrado a Jenny Smith de tu lista de contactos.","Okay, I've erased Jenny Smith from your contact list.",None
METALW-004381-0007,¡Gracias!,Thank you!,None
METALW-004381-0008,Encantado de ayudar,Nice to help,None
METALW-004381-0009,"Si tengo cosas similares que hacer, definitivamente te usaré","If I have similar things to do, I'll definitely use you",None
METALW-004381-0010,Bien. ¡Que tengas un buen día!,Not bad. Have a nice day!,None
METALW-004382-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004382-0001,cambiar el contacto de bob a la factura,change bob's contact to the bill,None
METALW-004382-0002,"Bien, ahora estoy cambiando el nombre de Bob a Bill","Well, now I'm changing Bob's name to Bill.",None
METALW-004382-0003,"genial, hágamelo saber cuando esté terminado","Great, let me know when it's finished",None
METALW-004382-0004,terminado,finished,None
METALW-004382-0005,"ok, así que bob ahora se cambia a la factura es que correcto","ok, so bob now switch to the bill is that right",None
METALW-004382-0006,El cambio de nombre se actualiza,The name change is updated,None
METALW-004382-0007,"ok, ¿puedes también cambiar sally a suzie","ok, can you also change sally to suzie",None
METALW-004382-0008,hecho,fact,None
METALW-004382-0009,y cambiar la demanda a la gracia,and change demand to grace,None
METALW-004382-0010,completado,completed,None
METALW-004383-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004383-0001,Hola necesito ayuda con los contactos por favor,Hello I need help with contacts please,None
METALW-004383-0002,seguro. ¿Con qué puedo ayudarte?,sure. What can I do for you?,None
METALW-004383-0003,¿Puedes ayudarme a borrar un contacto?,Can you help me delete a contact?,None
METALW-004383-0004,Definitivamente puedo ayudarte con eso. ¿Qué contacto quieres que borre?,I can definitely help you with that. What contact do you want me to delete?,None
METALW-004383-0005,Me gustaría borrar a Carmelo Anthony,I'd like to erase Carmelo Anthony,None
METALW-004383-0006,"De acuerdo. He encontrado ese contacto. ¿Quieres que elimine permanentemente el contacto guardado para Carmelo Anthony, correcto?","I agree. I found that contact. You want me to permanently delete the saved contact for Carmelo Anthony, right?",None
METALW-004383-0007,"Sí, por favor, la persona está muerta para mí.","Yes, please, the person is dead to me.",None
METALW-004383-0008,Una vez que elimino este contacto se ha ido para siempre. ¿Todavía quieres eliminar el contacto de Carmelo Anthony?,Once I delete this contact it is gone forever. Do you still want to remove Carmelo Anthony's contact?,None
METALW-004383-0009,"Sí, estoy de acuerdo con eso. Adelante, hazlo.","Yes, I agree with that. Go ahead, do it.",None
METALW-004383-0010,De acuerdo. Su contacto con Carmelo Anthony ha sido eliminado permanentemente y ahora se ha ido para siempre. ¿Hay algo más que pueda hacer por ti?,I agree. His contact with Carmelo Anthony has been permanently eliminated and is now gone forever. Is there anything else I can do for you?,None
METALW-004383-0011,"¡No, eso es todo gracias!","No, that's all thanks!",None
METALW-004384-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004384-0001,Necesito añadir un nuevo contacto a mi teléfono,I need to add a new contact to my phone,None
METALW-004384-0002,"Sí, cómo se llama.","Yes, what's his name.",None
METALW-004384-0003,Sara Robbins,Sara Robbins,None
METALW-004384-0004,"¿Es amiga, familia o colega?","Are you a friend, family or colleague?",None
METALW-004384-0005,amigo,friend,None
METALW-004384-0006,¿Te gustaría añadirla a tu lista de amigos?,Would you like to add it to your friends list?,None
METALW-004384-0007,Sí,Yes,None
METALW-004384-0008,¿Cuál es el número?,What's the number?,None
METALW-004384-0009,378-715-9800,378-715-9800,None
METALW-004384-0010,"¿Es móvil, hogar, trabajo?","Is it mobile, home, work?",None
METALW-004385-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-004385-0001,Necesito encontrar contacto Con Joew Shmoe,I need to find contact with Joew Shmoe,None
METALW-004385-0002,Contacto encontrado,Contact found,None
METALW-004385-0003,Cambie el número de teléfono al 212-555-555,Change the phone number to 212-555-555,None
METALW-004385-0004,número de teléfono cambiado,phone number changed,None
