UID,SEG,translation,profanity
METALW-026189-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026189-0001,Hola Im en busca de horarios de autobús,Hello I'm looking for bus schedules,None
METALW-026189-0002,Puedo ayudar con los horarios de transporte público. ¿Qué horario de autobús estás buscando?,I can help with public transport schedules. What bus schedule are you looking for?,None
METALW-026189-0003,El autobús de la mañana. que se detiene en la calle del río sólo necesito saber a qué hora viene antes de las 10,The morning bus. that stops on river street I just need to know what time it comes before 10,None
METALW-026189-0004,El autobús de la mañana va de 6am a 8pm. Espero que esto ayude,The morning bus runs from 6am to 8pm. I hope this helps,None
METALW-026189-0005,"Oh bien, gracias que es perfecto ¿Tienes el horario para el viernes","Oh well, thank you it's perfect Do you have the schedule for Friday",None
METALW-026189-0006,Sí. El horario es de 6 am hasta la medianoche del viernes.,Yes. Hours are from 6 am until midnight on Friday.,None
METALW-026189-0007,Impresionante gracias igual para Sat?,Awesome thanks the same for Sat?,None
METALW-026189-0008,Sí. Hasta el domingo se reanudan las horas normales.,"Yes. Until Sunday, normal hours resume.",None
METALW-026189-0009,perfecto,perfect,None
METALW-026189-0010,¿Necesitas ayuda con otra cosa?,Do you need help with something else?,None
METALW-026189-0011,gracias por los detalles.,thank you for the details.,None
METALW-026190-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026190-0001,Perdí mi autobús!!!,I missed my bus!!!,None
METALW-026190-0002,¡No! ¿Cómo puedo ayudarle?,No! How can I help you?,None
METALW-026190-0003,Necesito saber cuándo estará aquí el próximo autobús,I need to know when the next bus will be here.,None
METALW-026190-0004,¿Qué número de autobús es ese y dónde está la parada de autobús más cercana a usted?,What bus number is that and where is the bus stop closest to you?,None
METALW-026190-0005,autobús 765 principal y agua,main bus 765 and water,None
METALW-026190-0006,Bien. El autobús regresará hoy a las 8:25 a. m. y regresará cada 20 minutos después hasta las 21:00,Not bad. The bus will return today at 8:25 a.m. .m will return every 20 minutes later until 9 p.m.,None
METALW-026190-0007,gran gracias,great thanks,None
METALW-026190-0008,¿Necesitas algo más?,Do you need anything else?,None
METALW-026190-0009,"no, eso es todo gracias","No, that's all thanks",None
METALW-026190-0010,¡Que tengas un gran día!,Have a great day!,None
METALW-026191-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026191-0001,Necesito ayuda con un horario de autobús,I need help with a bus schedule.,None
METALW-026191-0002,¿Qué ayuda necesitas?,What help do you need?,None
METALW-026191-0003,¿Cuándo es el próximo Bus 30?,When's the next Bus 30?,None
METALW-026191-0004,A las 7:45 PM.,7:45 p.m.,None
METALW-026191-0005,Es demasiado pronto para mí. ¿Qué hay después de eso?,It's too soon for me. What's after that?,None
METALW-026191-0006,La siguiente es a las 8:40 PM.,Next up is 8:40 p.m.,None
METALW-026191-0007,¿Y el próximo Autobús 31?,What about the next Bus 31?,None
METALW-026191-0008,La próxima vez que el autobús funcione es a las 8:05 PM.,The next time the bus runs is at 8:05 PM.,None
METALW-026191-0009,Gracias por tu ayuda.,Thanks for your help.,None
METALW-026191-0010,De nada. Que tengas un gran día.,You are welcome. Have a great day.,None
METALW-026192-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026192-0001,¿Puede darme información sobre el transporte público?,Can you give me information about public transport?,None
METALW-026192-0002,"Claro, ¿qué te gustaría saber?","Sure, what would you like to know?",None
METALW-026192-0003,¿Sabes cuándo comenzará a funcionar el metro por Main St y Grand?,Do you know when the subway will start running on Main St and Grand?,None
METALW-026192-0004,El metro comenzará a las 6 a. m.,The subway will start at 6 a.m.,None
METALW-026192-0005,¿en qué día?,On what day?,None
METALW-026192-0006,Lunes.,Monday.,None
METALW-026192-0007,"el 25, ¿verdad?","25th, right?",None
METALW-026192-0008,"Sí, eso es correcto.","Yes, that's right.",None
METALW-026192-0009,¡gracias!,Thank you!,None
METALW-026192-0010,De nada.,You are welcome.,None
METALW-026193-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026193-0001,Necesito información sobre el horario del autobús,I need information about bus schedules.,None
METALW-026193-0002,De acuerdo. ¿Para qué parar?,I agree. Why stop?,None
METALW-026193-0003,Para la parada de autobús de Pacific Beach número 22,For Pacific Beach bus stop number 22,None
METALW-026193-0004,Parece que ese autobús llegará en 30 minutos.,Looks like that bus's going to be here in 30 minutes.,None
METALW-026193-0005,De acuerdo,I agree,None
METALW-026193-0006,¿Puedo ayudarte con algo más?,Can I help you with something else?,None
METALW-026193-0007,No sólo tienen 30 minutos para matar,Not only do you have 30 minutes to kill,None
METALW-026193-0008,De acuerdo. ¡Ten un buen día!,I agree. Have a good day!,None
METALW-026193-0009,Tú también,You too,None
METALW-026193-0010,¡Gracias!,Thank you!,None
METALW-026194-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026194-0001,Me perdí el autobús,I missed the bus.,None
METALW-026194-0002,"Bien, ¿en qué parada estás?","Well, what stop are you at?",None
METALW-026194-0003,pt de pino,pine st,None
METALW-026194-0004,¿Estaba bien ese autobús 38 o 38a?,Was that bus 38 or 38a okay?,None
METALW-026194-0005,los expree ss,expree ss,None
METALW-026194-0006,"Ok, el autobús Express es 38a. El próximo autobús llega en media hora","Okay, the Express bus is 38th. The next bus arrives in half an hour",None
METALW-026194-0007,de acuerdo gracias,"all right, thank you",None
METALW-026194-0008,¿Necesitas algo más?,Do you need anything else?,None
METALW-026194-0009,No,No,None
METALW-026194-0010,¡Ten un buen día!,Have a good day!,None
METALW-026195-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026195-0001,Necesito información en una parada de autobús.,I need information at a bus stop.,None
METALW-026195-0002,¿Cómo se llama la parada de autobús? ?,What's the name of the bus stop?,None
METALW-026195-0003,El nombre de la parada de autobús es Frank,The name of the bus stop is Frank,None
METALW-026195-0004,Esa parada de autobús se ha movido dos cuadras al norte por gnomos malignos,That bus stop has moved two blocks north by evil gnomes,None
METALW-026195-0005,no es de extrañar que el autobús no haya estado llegando. ¿Está operativa actualmente la parada de autobús a dos cuadras al norte?,no wonder the bus hasn't been arriving. Is the bus stop currently operational two blocks north?,None
METALW-026195-0006,Sí. Se está ejecutando normalmente.,Yes. It is running normally.,None
METALW-026195-0007,¿cuándo debería llegar el próximo autobús?,When should the next bus arrive?,None
METALW-026195-0008,El próximo autobús llegará en media hora,The next bus will arrive in half an hour,None
METALW-026195-0009,"Bueno, entonces caminaré dos cuadras hacia el norte. Gracias por su ayuda.","Well, then I'll walk two blocks north. Thank you for your help.",None
METALW-026195-0010,De nada.,You are welcome.,None
METALW-026196-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026196-0001,¿A qué hora empieza a funcionar el metro de Washington?,What time does the Washington subway start working?,None
METALW-026196-0002,¿En qué puedo ayudarle? El metro de Washington comienza a funcionar a las 6 de la mañana,How can I help you? The Washington metro starts operating at 6 a.m.,None
METALW-026196-0003,¿A qué hora dejan de correr?,What time do they stop running?,None
METALW-026196-0004,Las operaciones se detienen a 12mn,Operations stop at 12mn,None
METALW-026196-0005,¿Qué pasa con el metro de Nueva York a qué hora empieza a funcionar?,What about the New York subway at what time does it start working?,None
METALW-026196-0006,Metro de Nueva York inicia operaciones a las 5 a. m.,New York Metro starts operations at 5 a.m.,None
METALW-026196-0007,Ok genial,Ok great,None
METALW-026196-0008,¿Hay algo más?,Is there anything else?,None
METALW-026196-0009,Es todo,That's all,None
METALW-026196-0010,Bien. Que tengas un gran día,Not bad. Have a great day,None
METALW-026197-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026197-0001,¿La parada de autobús en Charter Street cerca de U of O sigue operativa,Is the bus stop on Charter Street near U of O still operational,None
METALW-026197-0002,Parada 3a,Stop 3rd,None
METALW-026197-0003,Sí,Yes,None
METALW-026197-0004,Ir al norte o al sur con destino,Go north or south to,None
METALW-026197-0005,Ir al norte,Go north,None
METALW-026197-0006,que parada se ha movido dos cuadras al norte,that stop has moved two blocks north,None
METALW-026197-0007,Dos cuadras al norte. ¿A dónde?,Two blocks north. Where?,None
METALW-026197-0008,En Lane Rd cerca de un Starbucks,On Lane Rd near a Starbucks,None
METALW-026197-0009,Suena como una mejor ubicación. gracias,Sounds like a better location. Thank you,None
METALW-026197-0010,Buenos días,Good morning,None
METALW-026198-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026198-0001,tener una pregunta de metro,have a subway question,None
METALW-026198-0002,"Claro, ¿cuál es tu pregunta?","Sure, what's your question?",None
METALW-026198-0003,son los nyc todavía corriendo,it's the nyc still running,None
METALW-026198-0004,¿Qué estación de metro en NYC estás buscando?,Which subway station in NYC are you looking for?,None
METALW-026198-0005,estación de bowery,bowery station,None
METALW-026198-0006,El metro de bowery Station dejó de funcionar hace 10 minutos. Reanudará su operación mañana a las 5:45.,The bowery Station subway stopped working 10 minutes ago. He'll resume his operation tomorrow at 5:45.,None
METALW-026198-0007,¿Sabes por qué dejó de funcionar,Do you know why it stopped working,None
METALW-026198-0008,El metro siempre deja de funcionar por la noche.,The subway always stops working at night.,None
METALW-026198-0009,gracias por la información,thanks for the information,None
METALW-026198-0010,No hay problema.,No problem.,None
METALW-026198-0011,Adiós,Good bye,None
METALW-026199-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026199-0001,¿Puedes decirme si el metro se acabó?,Can you tell me if the subway's over?,None
METALW-026199-0002,"¿Qué estación, por favor?","What station, please?",None
METALW-026199-0003,1º y simms,1st and simms,None
METALW-026199-0004,El metro ya no funciona esta noche. El servicio se reanudará a las 5:45 AM.,The subway's not working anymore tonight. Service will resume at 5:45 AM.,None
METALW-026199-0005,¿Está todo el sistema abajo?,Is the whole system down?,None
METALW-026199-0006,El metro ya no funciona esta noche. Los conductores también tienen que dormir.,"The subway's not working anymore tonight. Drivers have to sleep, too.",None
METALW-026199-0007,¿Puedes decirme si las líneas de autobús están abiertas,Can you tell me if the bus lines are open,None
METALW-026199-0008,Los autobuses están funcionando hasta las 3 de la mañana.,Buses are running until 3 a.m.,None
METALW-026199-0009,perfecto. Gracias.,perfect. Thank you.,None
METALW-026199-0010,¿Algo más?,Anything else?,None
METALW-026200-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026200-0001,"Hola, ¿puedes mostrarme la parada de autobús más cercana a mí?","Hello, can you show me the bus stop closest to me?",None
METALW-026200-0002,"Sí, puedo ayudarte. Déjame buscarte esto.","Yes, I can help you. Let me get you this.",None
METALW-026200-0003,"Muy bien, muchas gracias.","All right, thank you very much.",None
METALW-026200-0004,Parece que la parada de autobús más cercana a ti es la calle D.,Looks like the bus stop closest to you is D Street.,None
METALW-026200-0005,"Bien, ¿cuándo llega ese autobús?","Well, when's that bus coming?",None
METALW-026200-0006,Parece que el autobús debe llegar alrededor de las 3:30 PM,It looks like the bus should arrive around 3:30 PM,None
METALW-026200-0007,"Genial, ¿dónde está la próxima parada para ese autobús?","Great, where's the next stop for that bus?",None
METALW-026200-0008,"Lo siento, parece que es algo con lo que no estoy equipado para ayudar.","I'm sorry, it looks like it's something I'm not equipped with to help with.",None
METALW-026200-0009,"¡Está bien, gracias de todos modos!","All right, thanks anyway!",None
METALW-026200-0010,"¡Alight, que tengas un gran día!","Alight, have a great day!",None
METALW-026201-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026201-0001,Perdí mi autobús. ¿Cuándo es el siguiente?,I missed my bus. When's next?,None
METALW-026201-0002,¿Qué autobús?,What bus?,None
METALW-026201-0003,33.,33.,None
METALW-026201-0004,¿Qué parada?,What stop?,None
METALW-026201-0005,6º y Gaines.,6th and Gaines.,None
METALW-026201-0006,El próximo autobús estará allí en media hora,The next bus will be there in half an hour,None
METALW-026201-0007,Bien. ¿Suelen correr cada 30 minutos?,Not bad. Do they usually run every 30 minutes?,None
METALW-026201-0008,Sí,Yes,None
METALW-026201-0009,Bien. gracias.,Not bad. Thank you.,None
METALW-026201-0010,No hay problema,No problem,None
METALW-026202-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026202-0001,¿Puedes ayudarme con mi autobús?,Can you help me with my bus?,None
METALW-026202-0002,Sí. ¿Qué autobús?,Yes. What bus?,None
METALW-026202-0003,El 7-11,7-11,None
METALW-026202-0004,¿En qué parada de autobús estás?,What bus stop are you at?,None
METALW-026202-0005,El Smith Barn me perdí mi último autobús y quiero saber cuándo viene el siguiente,The Smith Barn missed my last bus and I want to know when the next one is coming,None
METALW-026202-0006,El próximo autobús 7-11 llegará en media hora,The next bus 7-11 will arrive in half an hour,None
METALW-026202-0007,nada antes?,nothing before?,None
METALW-026202-0008,No. no hay nada antes.,No. there's nothing before.,None
METALW-026202-0009,Bummer gracias,Bummer thank you,None
METALW-026202-0010,De nada,You are welcome,None
METALW-026203-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026203-0001,Necesito ayuda con el horario del metro,I need help with the subway schedule.,None
METALW-026203-0002,"Claro, ¿cómo puedo ayudarte con el horario del metro?","Sure, how can I help you with subway time?",None
METALW-026203-0003,¿Puedes decirme cuándo empieza a funcionar el metro hoy?,Can you tell me when the subway starts working today?,None
METALW-026203-0004,¿A qué parada te recogerán?,What stop will they pick you up at?,None
METALW-026203-0005,décima parada de avenida,tenth stop of avenue,None
METALW-026203-0006,¿El metro comenzará a funcionar mañana a las 6 a. m.? .* ¿Algo más,Will the subway start operating tomorrow at 6 a.m.? .* Anything else,None
METALW-026203-0007,Gracias,Thank you,None
METALW-026203-0008,¿Puedo ayudarte?,Can I help you?,None
METALW-026203-0009,"No, gracias... tener un gran día1",No thanks... have a great day1,None
METALW-026203-0010,¡Tú también!,You too!,None
METALW-026204-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026204-0001,¿a qué hora es el tren subterráneo,what time is the underground train,None
METALW-026204-0002,El metro comienza a las 6 am,The subway starts at 6 a.m.,None
METALW-026204-0003,¿Qué tal desde union station?,How about union station?,None
METALW-026204-0004,7 am,7am,None
METALW-026204-0005,¿a qué hora se puede abordar el tren,what time can you board the train,None
METALW-026204-0006,6:45 am,6:45 a.m.,None
METALW-026204-0007,¿a qué hora es el próximo tren?,What time is the next train?,None
METALW-026204-0008,3:00 pm,3:00 p.m.,None
METALW-026204-0009,y el siguiente.,and the next.,None
METALW-026204-0010,3:30 pm,3:30 p.m.,None
METALW-026204-0011,pk genial.,great pk.,None
METALW-026205-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026205-0001,Tengo una pregunta sobre el transporte público,I have a question about public transport,None
METALW-026205-0002,"Claro, ¿cuál es tu pregunta?","Sure, what's your question?",None
METALW-026205-0003,¿Cuándo comenzará a funcionar el metro?,When will the subway start working?,None
METALW-026205-0004,El metro comenzará mañana a las 6 a. m.,The subway will start tomorrow at 6 a.m.,None
METALW-026205-0005,¿Hay algún retraso la línea número 5 estaba abajo la semana pasada,Is there any delay line number 5 was down last week,None
METALW-026205-0006,Actualmente no hay retrasos programados.,Currently there are no scheduled delays.,None
METALW-026205-0007,"¡De acuerdo, gracias!","All right, thank you!",None
METALW-026205-0008,"Eres bienvenido, ¿hay algo más con lo que pueda ayudarte?","Are you welcome, is there anything else I can help you with?",None
METALW-026205-0009,No,No,None
METALW-026205-0010,"¡Muy bien, que tengas un buen día!","All right, have a nice day!",None
METALW-026206-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026206-0001,"Hola, necesito información sobre el sistema de metro de DC","Hi, I need information about the DC subway system.",None
METALW-026206-0002,Seguro METRO de DC cómo puedo ayudar,DC METRO Insurance how I can help,None
METALW-026206-0003,"Estoy esperando en una estación de línea naranja, pero no hay información actual del tren. ¿Cuándo comenzará a funcionar esta línea?","I'm waiting at an orange line station, but there's no current train information. When will this line start working?",None
METALW-026206-0004,Todas las líneas han cerrado por el día y se reanudarán mañana a las 6 de la mañana,All lines have closed in the day and will resume tomorrow at 6 a.m.,None
METALW-026206-0005,¿En serio? Supongo que eso es típico de DC aunque ¿Cuándo es el primer tren en la línea naranja mañana?,Seriously? I guess that's typical of DC though when is the first train on the orange line tomorrow?,None
METALW-026206-0006,Estoy mostrando 607am,I'm showing 607am,None
METALW-026206-0007,"Genial, supongo que estaré en el metro brillante y temprano entonces","Great, I guess I'll be on the subway bright and early then",None
METALW-026206-0008,¡Bien! Puedo enviar un horario a tu teléfono,Not bad! I can send a schedule to your phone,None
METALW-026206-0009,"Por favor, haga, mi número es 2738384747 gracias!","Please do, my number is 2738384747 thank you!",None
METALW-026206-0010,Aquí tienes. No hay problema,Here you go. No problem,None
METALW-026207-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-026207-0001,Necesito ayuda con el horario del metro.,I need help with the subway schedule.,None
METALW-026207-0002,ok puedo ayudarte con el metro,ok I can help you with the subway,None
METALW-026207-0003,Estoy esperando en la estación de la línea Roja. ¿Siguen corriendo?,I'm waiting at the Red Line station. Are they still running?,None
METALW-026207-0004,¿A qué estación estás tratando de llegar desde allí?,What station are you trying to get from there?,None
METALW-026207-0005,Estación de Altimira,Altimira Station,None
METALW-026207-0006,el metro de esa línea dejó de funcionar hace 10 minutos,the subway on that line stopped working 10 minutes ago,None
METALW-026207-0007,¿Hay alguna forma alternativa de llegar allí ahora?,Is there any alternative way to get there now?,None
METALW-026207-0008,No. el metro comenzará de nuevo a las 5:45,No. the subway will start again at 5:45,None
METALW-026207-0009,Bien. gracias de todos modos.,Not bad. thanks anyway.,None
