UID,SEG,translation,profanity
METALW-000000-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000000-0001,Sí,Yes,None
METALW-000000-0002,¿Cómo puedo ser de ayuda?,How can I be of help?,None
METALW-000000-0003,Quiero saber sobre la política que tengo,I want to know about the policy I have,None
METALW-000000-0004,"Bien, ¿puedo conseguir tu nombre, por favor?","Well, can I get your name, please?",None
METALW-000000-0005,¿Cubre los daños causados por el agua?,Does it cover water damage?,None
METALW-000000-0006,"Necesito su nombre y número de póliza para acceder a su póliza, por favor.","I need your name and policy number to access your policy, please.",None
METALW-000000-0007,Jane Santos 25445588,Jane Santos 25445588,None
METALW-000000-0008,"Gracias, parece que su póliza no cubre los daños causados por el agua.","Thank you, it seems that your policy does not cover water damage.",None
METALW-000000-0009,"Oh, está bien","Oh, it's okay.",None
METALW-000000-0010,¿Hay algo más con lo que pueda ayudarte?,Is there anything else I can help you with?,None
METALW-000001-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000001-0001,Tengo una pregunta sobre mi política,I have a question about my policy,None
METALW-000001-0002,seguro. ¿Puedes decirme tu número de póliza?,sure. Can you tell me your policy number?,None
METALW-000001-0003,3425512,3425512,None
METALW-000001-0004,"Bien, tengo tu póliza aquí. ¿Cuál es tu pregunta?","Well, I have your policy here. What's your question?",None
METALW-000001-0005,cubre los daños causados por el agua?,covers water damage?,None
METALW-000001-0006,Esta política no cubre los daños causados por el agua.,This policy does not cover water damage.,None
METALW-000001-0007,puedo actualizarlo para hacerlo?,can I update it to do it?,None
METALW-000001-0008,"Sí, agregaría un cargo de $5 a su factura mensual. ¿Te gustaría hacer ese cambio ahora?","Yes, you would add a $5 fee to your monthly bill. Would you like to make that change now?",None
METALW-000001-0009,Sí,Yes,None
METALW-000001-0010,"Bien, he seguido adelante y añadí esa cobertura para ti. ¿Puedo hacer algo más?","Well, I moved on and added that coverage for you. Is there anything else I can do?",None
METALW-000001-0011,No,No,None
METALW-000002-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000002-0001,Hola,Hello,None
METALW-000002-0002,hola,Hello,None
METALW-000002-0003,Me gustaría tener algunas consultas,I'd like to have some inquiries,None
METALW-000002-0004,¿en qué puedo ayudarle? De acuerdo,How can I help you? I agree,None
METALW-000002-0005,así que estoy tratando de comprobar con respecto a mi seguro,so I'm trying to check regarding my insurance,None
METALW-000002-0006,"la política actual cubre los daños causados por el agua, el fuego y los actos de Dios?","does current politics cover the damage caused by water, fire, and God's actions?",None
METALW-000002-0007,"oh ok, eso es un poco genial","oh ok, that's a little cool",None
METALW-000002-0008,usted es bienvenido mi frind,you're welcome my frind,None
METALW-000002-0009,Bueno adiós,Ok bye,None
METALW-000002-0010,Adiós,Good bye,None
METALW-000003-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000003-0001,hola. Necesito ayuda con mi seguro,Hello. I need help with my insurance.,None
METALW-000003-0002,"Claro, ¿cuál es tu número de póliza?","Sure, what's your policy number?",None
METALW-000003-0003,5642394,5642394,None
METALW-000003-0004,"Está bien, se ha detenido. ¿Qué puedo responder por usted?","All right, he's stopped. What can I answer for you?",None
METALW-000003-0005,¿Cómo cambio los términos de mi póliza de seguro de vida?,How do I change the terms of my life insurance policy?,None
METALW-000003-0006,"Puedo cambiarlos por ti. ¿Qué te gustaría cambiar? A menos que sea información más detallada, entonces usted tendrá que hacer una cita con su corredor de seguros","I can trade them for you. What would you like to change? Unless it's more detailed information, then you'll have to make an appointment with your insurance broker",None
METALW-000003-0007,¿Puedo reducir mis pagos en $20 al mes?,Can I reduce my payments by $20 a month?,None
METALW-000003-0008,"Para eso, esto tomará números que se mueven alrededor para que usted tendrá que ponerse en contacto con su corredor","For that, this will take numbers that move around so that you will have to contact your broker",None
METALW-000003-0009,Bien. gracias de todos modos,Not bad. thanks anyway,None
METALW-000003-0010,De nada. ¡Ten un buen día!,You are welcome. Have a good day!,None
METALW-000004-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000004-0001,Me gustaría encontrar información sobre mi seguro.,I'd like to find information about my insurance.,None
METALW-000004-0002,Me gustaría ayudarle con ese plan de seguro al que se refiere?,Would you like to help him with that insurance plan you're referring to?,None
METALW-000004-0003,Mi plan de seguro de vida.,My life insurance plan.,None
METALW-000004-0004,"¿Me permites el número de póliza, por favor?","May I have the policy number, please?",None
METALW-000004-0005,2387782786,2387782786,None
METALW-000004-0006,Gracias. ¿Qué información puedo ofrecerle?,Thank you. What information can I provide you?,None
METALW-000004-0007,¿Cuánto estoy asegurado?,How much am I insured?,None
METALW-000004-0008,La póliza paga a su beneficiario 150 mil,The policy pays your beneficiary 150 thousand,None
METALW-000004-0009,Bien.,Not bad.,None
METALW-000004-0010,¿Necesitabas información adicional?,Did you need additional information?,None
METALW-000004-0011,Eso es todo. ¡Gracias!,That's all. Thank you!,None
METALW-000004-0012,Eres muy bienvenido,You're very welcome.,None
METALW-000005-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000005-0001,Tengo una pregunta sobre mi política,I have a question about my policy,None
METALW-000005-0002,¿Qué es?,What is it?,None
METALW-000005-0003,¿Mi póliza cubre los daños causados por el agua?,Does my policy cover water damage?,None
METALW-000005-0004,"por favor, espere mientras reviso su cobertura de daños por agua",please wait while I check your water damage coverage,None
METALW-000005-0005,¿Necesita mi número de póliza?,Do you need my policy number?,None
METALW-000005-0006,"al comprobar, cubre a su dama de agua en nuestra política","by checking, it covers your water lady in our politics",None
METALW-000005-0007,¿Cuánta cobertura tengo?,How much coverage do I have?,None
METALW-000005-0008,cuesta sólo $30,costs only $30,None
METALW-000005-0009,"Genial, gracias","Great, thank you",None
METALW-000005-0010,de nada,You are welcome,None
METALW-000006-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000006-0001,¿Puedes responder a una pregunta de seguro por mí?,Can you answer an insurance question for me?,None
METALW-000006-0002,"Sí, puedo. ¿Qué quieres saber?","Yes, I can. What do you want to know?",None
METALW-000006-0003,¿Me gustaría saber si la póliza de seguro típica del propietario cubre los daños causados por tornados?,Would I like to know if the owner's typical insurance policy covers tornado damage?,None
METALW-000006-0004,"Sí, lo hace.","Yes, it does.",None
METALW-000006-0005,¿También cubre normalmente los daños causados por las inundaciones?,Does it also normally cover flood damage?,None
METALW-000006-0006,"Sí, así como otros desastres naturales de naturaleza similar.","Yes, as well as other natural disasters of a similar nature.",None
METALW-000006-0007,¿Sabes cuánto cuesta la póliza típica de un propietario por año?,Do you know how much a typical owner's policy costs per year?,None
METALW-000006-0008,"$3200, aproximadamente.","$3200, approximately.",None
METALW-000006-0009,Gracias. Esta es información útil.,Thank you. This is useful information.,None
METALW-000006-0010,De nada. Que tengas un gran día.,You are welcome. Have a great day.,None
METALW-000007-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000007-0001,Necesito información sobre mi seguro de propietarios,I need information about my homeowners insurance,None
METALW-000007-0002,"Claro, ¿puedo obtener tu número de póliza, por favor?","Sure, can I get your policy number, please?",None
METALW-000007-0003,789406,789406,None
METALW-000007-0004,"Está bien, tengo eso aquí. ¿Qué información necesitabas?","All right, I got that right here. What information did you need?",None
METALW-000007-0005,¿Cuál es mi deducción?,What's my deduction?,None
METALW-000007-0006,"El deducible de su seguro de hogar es de 10,000$","Your home insurance deductible is $10,000",None
METALW-000007-0007,uau. eso es mucho. ¿Hay alguna manera de reducir eso?,wow. that's a lot. Is there any way to reduce that?,None
METALW-000007-0008,Hay algunos cambios en las políticas que podría hacer que le darían un deducible más bajo,There are some policy changes you could make that would give you a lower deductible,None
METALW-000007-0009,"Ok, voy a mirar en ellos más tarde","Okay, I'll look at them later",None
METALW-000007-0010,"Bien, ¿hay algo más con lo que pueda ayudarte ahora mismo?","Well, is there anything else I can help you with right now?",None
METALW-000008-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000008-0001,¿Puedes ayudarme con mi seguro?,Can you help me with my insurance?,None
METALW-000008-0002,Claro. ¿Qué puedo hacer por ti hoy?,Of course. What can I do for you today?,None
METALW-000008-0003,Quiero comprobar y ver cuál es mi deducible actual para mi seguro de automóvil,I want to check and see what my current deductible is for my car insurance,None
METALW-000008-0004,¿Puedo tener su número de póliza?,Can I have your policy number?,None
METALW-000008-0005,"Claro, el número de póliza es 57348175834","Of course, the policy number is 57348175834",None
METALW-000008-0006,Tienes un deducible de $500.,You have a $500 deductible.,None
METALW-000008-0007,"Oh bien, pensé que era más alto.","Oh well, I thought it was higher.",None
METALW-000008-0008,¿Quieres cambiar tu deducible?,Want to change your deductible?,None
METALW-000008-0009,"No, está bien. $500 es genial1 Gracias por la información!","No, it's okay. $500 is great1 Thank you for the information!",None
METALW-000008-0010,De nada. Inicie sesión de nuevo si puedo ayudar con cualquier otra cosa,You are welcome. Log in again if I can help with anything else,None
METALW-000009-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000009-0001,¿Puedes ayudar?,Can you help?,None
METALW-000009-0002,"Sí, ¿qué es lo que necesitas?","Yes, what do you need?",None
METALW-000009-0003,Necesito información sobre mi póliza.,I need information about my policy.,None
METALW-000009-0004,Claro que puedo ayudarte con eso sólo dame tu número de póliza,Of course I can help you with that just give me your policy number.,None
METALW-000009-0005,¿Dónde puedo encontrar eso?,Where can I find that?,None
METALW-000009-0006,Debería estar en tu cuenta,It should be in your account.,None
METALW-000009-0007,Ok su x39474938934,Ok your x39474938934,None
METALW-000009-0008,"Bien, tengo tu información delante de mí ¿qué te gustaría saber?","Well, I have your information in front of me, what would you like to know?",None
METALW-000009-0009,¿Qué cubre?,What does it cover?,None
METALW-000009-0010,"Agua, fuego y actos de Dios","Water, fire and acts of God",None
METALW-000010-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000010-0001,Hola,Hello,None
METALW-000010-0002,¿cómo puedo ayudar?,How can I help?,None
METALW-000010-0003,compañía de seguros me ayudan,insurance company help me,None
METALW-000010-0004,qué seguro quieres,how safe you want,None
METALW-000010-0005,¿Cubre el agua? eh,Does it cover the water? hey,None
METALW-000010-0006,"lo siento, pero triste decir que no cubra los daños causados por el agua","I'm sorry, but sad to say it doesn't cover water damage",None
METALW-000010-0007,"ah ok, así es la vida","ah ok, that's life",None
METALW-000010-0008,¿Algo más?,Anything else?,None
METALW-000010-0009,ninguno,none,None
METALW-000010-0010,De acuerdo,I agree,None
METALW-000011-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000011-0001,hola necesita saber algo acerca de mi póliza de seguro,hello you need to know something about my insurance policy,None
METALW-000011-0002,¿Seguro qué necesitas saber? Me encantaría ayudar.,Are you sure what you need to know? I'd love to help.,None
METALW-000011-0003,¿Mi póliza cubre los daños causados por el agua?,Does my policy cover water damage?,None
METALW-000011-0004,"Desafortunadamente, no lo hace.","Unfortunately, it doesn't.",None
METALW-000011-0005,"ok, ¿qué pasa con los daños causados por el fuego?","Ok, what about the fire damage?",None
METALW-000011-0006,Sí. Los daños causados por el fuego están cubiertos,Yes. Fire damage is covered,None
METALW-000011-0007,¿cuándo expira mi póliza?,When does my policy expire?,None
METALW-000011-0008,Expirará el 30 de marzo de 2019.,"It will expire on March 30, 2019.",None
METALW-000011-0009,gracias por su ayuda con este,thank you for your help with this,None
METALW-000011-0010,No hay problema,No problem,None
METALW-000012-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000012-0001,Tengo una pregunta sobre mi política.,I have a question about my policy.,None
METALW-000012-0002,"Claro, ¿qué le gustaría saber sobre su política?","Sure, what would you like to know about your policy?",None
METALW-000012-0003,¿Cubre los daños causados por el agua?,Does it cover water damage?,None
METALW-000012-0004,Déjame echar un vistazo. Aquí dice que su póliza no cubre los daños causados por el agua.,Let me take a look. It says here that your policy does not cover water damage.,None
METALW-000012-0005,¿Puedo agregarlo a mi póliza?,Can I add it to my policy?,None
METALW-000012-0006,"Puede hacerlo, pero debe tener en cuenta que cualquier reclamación de seguro en condiciones de ""daños causados por el agua"" no estará cubierta si los daños causados por el agua ocurrieron antes de actualizar su póliza.","You can do so, but you should be noted that any insurance claim under ""water damage"" conditions will not be covered if water damage occurred before updating your policy.",None
METALW-000012-0007,"Sí, lo sé.","yes, I know.",None
METALW-000012-0008,Puedo programar su cita con un corredor para que esto se agregue a su póliza.,I can schedule your appointment with a broker so that this is added to your policy.,None
METALW-000012-0009,"¡Eso sería genial, gracias!","That would be great, thank you!",None
METALW-000012-0010,"He fijado una cita contigo para el martes al mediodía, ¿suena bien?","I set up an appointment with you by Tuesday at noon, okay?",None
METALW-000012-0011,¡perfecto!,perfect!,None
METALW-000013-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000013-0001,ayúdame con el seguro,help me with insurance,None
METALW-000013-0002,De acuerdo. ¿qué política está preguntando acerca de,I agree. what policy are you asking about,None
METALW-000013-0003,para mi seguro de barco,for my boat insurance,None
METALW-000013-0004,De acuerdo. ¿Con qué puedo ayudarle con respecto a su seguro de barco,I agree. How can I help you with your boat insurance,None
METALW-000013-0005,¿Cuánto estoy asegurado?,How much am I insured?,None
METALW-000013-0006,usted está asegurado por 50.000,"you're insured for 50,000",None
METALW-000013-0007,¿Puedo agregar más cobertura?,Can I add more coverage?,None
METALW-000013-0008,seguro. ¿Cuánta más cobertura le gustaría agregar?,sure. How much more coverage would you like to add?,None
METALW-000013-0009,Quiero añadir cobertura de huelgas de ballenas,I want to add coverage of whale strikes,None
METALW-000013-0010,De acuerdo. Ese tipo de cobertura es $5 más por mes. ¿Te gustaría añadirlo?,I agree. That kind of coverage is $5 more a month. Would you like to add it?,None
METALW-000013-0011,Sí,Yes,None
METALW-000014-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000014-0001,Tengo una pregunta sobre mi política.,I have a question about my policy.,None
METALW-000014-0002,Claro. ¿Qué te gustaría saber?,Of course. What would you like to know?,None
METALW-000014-0003,¿Qué cubre?,What does it cover?,None
METALW-000014-0004,"Su política actual cubre los daños causados por el agua, el fuego y los actos de Dios.","His current policy covers the damage caused by water, fire, and God's actions.",None
METALW-000014-0005,En mi casa.,In my house.,None
METALW-000014-0006,"Sí, en tu casa.","Yes, at your place.",None
METALW-000014-0007,En mi auto también.,In my car too.,None
METALW-000014-0008,¿Por qué no? Tu auto también está cubierto.,Why not? Your car's covered too.,None
METALW-000014-0009,¿Cubre tornados?,Does it cover tornadoes?,None
METALW-000014-0010,"Esos serían considerados actos de Dios, sí.","Those would be considered acts of God, yes.",None
METALW-000015-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000015-0001,"Sí, necesito ayuda con mi póliza.","Yes, I need help with my policy.",None
METALW-000015-0002,seguro. ¿Qué necesitas?,sure. What do you need?,None
METALW-000015-0003,Sólo necesito conocer algunas coberturas de políticas. ¿Puedes ayudar con eso?,I just need to know some policy coverage. Can you help with that?,None
METALW-000015-0004,"Sí, puedo ayudar.","Yes, I can help.",None
METALW-000015-0005,¿Mi póliza cubre los daños causados por el agua?,Does my policy cover water damage?,None
METALW-000015-0006,¿Cuál es su número de póliza?,What is your policy number?,None
METALW-000015-0007,55620020AP,55620020AP,None
METALW-000015-0008,No. Su póliza no cubre los daños causados por el agua,No. Your policy does not cover water damage,None
METALW-000015-0009,Eso es desafortunado. Supongo que cancelaré mi póliza más tarde. Gracias por su ayuda.,That's unfortunate. I guess I'll cancel my policy later. Thank you for your help.,None
METALW-000015-0010,De nada,You are welcome,None
METALW-000016-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000016-0001,necesita algo de información,needs some information,None
METALW-000016-0002,¿De qué tipo?,What kind?,None
METALW-000016-0003,¿Tienes mi cuenta arriba?,Do you have my account upstairs?,None
METALW-000016-0004,Sí,Yes,None
METALW-000016-0005,¿Cuál es mi prima de seguro médico?,What is my health insurance premium?,None
METALW-000016-0006,Sus 5 dólares al mes,Your $5 a month,None
METALW-000016-0007,gracias,Thank you,None
METALW-000016-0008,seguro,sure,None
METALW-000016-0009,Adiós,Good bye,None
METALW-000016-0010,paz,peace,None
METALW-000017-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000017-0001,Tengo una pregunta sobre mi póliza de seguro.,I have a question about my insurance policy.,None
METALW-000017-0002,"Claro, puedo ayudarte con preguntas sobre tu polocy de seguro ¿qué te gustaría saber?","Sure, I can help you with questions about your polocy for sure, what would you like to know?",None
METALW-000017-0003,¿Qué cubre mi póliza actual?,What does my current policy cover?,None
METALW-000017-0004,"Bien, permítanme buscar información sobre lo que cubre su política actual..... Su política actual cubre los daños causados por el agua, el fuego y los actos de Dios","Well, let me look for information about what your current policy covers..... Its current policy covers damage caused by water, fire and God's actions",None
METALW-000017-0005,¿El agua es igual que las inundaciones o las inundaciones no están cubiertas?,Is the water the same as flooding or flooding not covered?,None
METALW-000017-0006,Las inundaciones están cubiertas,Flooding is covered,None
METALW-000017-0007,¿Cuánto cuesta mi prima actual?,How much does my current premium cost?,None
METALW-000017-0008,"$100,000","$100,000",None
METALW-000017-0009,"Eso parece lo que estoy cubierto, no mi prima mensual actual.","That looks like what I'm covered, not my current monthly premium.",None
METALW-000017-0010,Esa es tu prima mensual,That's your monthly premium.,None
METALW-000018-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000018-0001,¿Qué seguro médico tenemos?,What health insurance do we have?,None
METALW-000018-0002,no tenemos un seguro médico,we don't have health insurance,None
METALW-000018-0003,¿Es pemio?,Is it pemio?,None
METALW-000018-0004,Siento no entender la pregunta,I'm sorry I don't understand the question.,None
METALW-000018-0005,¿Qué tenemos?,What do we have?,None
METALW-000018-0006,la compañía tiene Aetna y Kaiser,the company has Aetna and Kaiser,None
METALW-000018-0007,¿De acuerdo cuáles son sus beneficios?,What are your benefits?,None
METALW-000018-0008,se obtiene dental para Aetna y no hay deducible para Kaiser,you get dental for Aetna and there's no deductible for Kaiser,None
METALW-000018-0009,¿Cuántos años es la expiración?,How old is the expiration?,None
METALW-000018-0010,expira cada año,expires every year,None
METALW-000019-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000019-0001,Quiero saber sobre política,I want to know about politics,None
METALW-000019-0002,"Claro, puedo ayudarte con las pólizas de seguro.","Sure, I can help you with insurance policies.",None
METALW-000019-0003,¿Tienes mi cuenta levantada?,Do you have my account raised?,None
METALW-000019-0004,Tengo la información que se guardó automáticamente de lo que se introdujo.,I have the information that was automatically saved from what was entered.,None
METALW-000019-0005,cubre los daños causados por el agua?,covers water damage?,None
METALW-000019-0006,"Un momento por favor mientras lo compruedo para usted [ . . . ] Desafortunadamente, su póliza de seguro no cubre los daños causados por el agua.","A moment please while I check it out for you [ . . . ] Unfortunately, your insurance policy does not cover water damage.",None
METALW-000019-0007,¿Está cubierto el fuego?,Is the fire covered?,None
METALW-000019-0008,"Sí, su póliza de seguro cubre los daños causados por el fuego.","Yes, your insurance policy covers fire damage.",None
METALW-000019-0009,gracias,Thank you,None
METALW-000019-0010,De nada. ¿Hay algo más con lo que pueda ayudarte por hoy?,You are welcome. Is there anything else I can help you with for today?,None
METALW-000020-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000020-0001,Hola me gustaría saber cuánto estoy asegurado para hoy,Hi I'd like to know how much I'm insured for today,None
METALW-000020-0002,Sí. ¿Qué quieres decir con/.?,"Yes. What do you mean, /.?",None
METALW-000020-0003,Veo que usted es un bot que representa a mi compañía de seguros me gustaría saber cuánto estoy asegurado para,I see that you are a bot representing my insurance company I would like to know how much I am insured for,None
METALW-000020-0004,Tu asegurado para todo. En cuanto a lo que he comprobado su cuenta todo estaba asegurado para su.,Your insured for everything. As for what I checked your account everything was insured for your.,None
METALW-000020-0005,Bien perfecto,Well perfect,None
METALW-000020-0006,¿Todavía estás ahí?\ ¿Hay algo más?,Is there anything else?,None
METALW-000020-0007,"Sí, cuánto cuesta mi seguro de vida","Yes, how much my life insurance costs",None
METALW-000020-0008,Su seguro en este momento ya era de 150 dólares.,His insurance right now was $150.,None
METALW-000020-0009,"De acuerdo, gracias","All right, thank you.",None
METALW-000020-0010,bienvenido.,welcome.,None
METALW-000021-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-000021-0001,¿Puedes ayudarme a averiguar algunas cosas sobre mi seguro?,Can you help me find out a few things about my insurance?,None
METALW-000021-0002,"Sí, puedo ayudar con eso.","Yes, I can help with that.",None
METALW-000021-0003,Ok mi póliza es 238393483648946334986 Necesito saber cuánto estoy asegurado para,Ok my policy is 238393483648946334986 I need to know how much I am insured for,None
METALW-000021-0004,"Ok, ¿de qué plan de seguro estás preguntando?","Okay, what insurance plan are you asking about?",None
METALW-000021-0005,Mi motocicleta,My motorcycle,None
