UID,SEG,translation,profanity
METALW-015865-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-015865-0001,"Quería ver la pizza que pedí hace 10 minutos, ¿puedes ayudarme con eso?","I wanted to see the pizza I ordered 10 minutes ago, can you help me with that?",None
METALW-015865-0002,Sí. Puedo. ¿Puedes verificar que era un pepperoni grande de Pizza Hut?,Yes. I can. Can you verify it was a big Pizza Hut pepperoni?,None
METALW-015865-0003,Sí y mi número de pedido es #45 para la entrega,Yes and my order number is #45 for delivery,None
METALW-015865-0004,Gracias Orden #45 está en camino a su ubicación,Thank you order #45 is on your way to your location,None
METALW-015865-0005,¿Cuánto tiempo más piensas hasta que llega?,How much longer do you think until it arrives?,None
METALW-015865-0006,Mi estimación es que su pedido llegará entre 10-15 minutos,My estimate is that your order will arrive between 10-15 minutes,None
METALW-015865-0007,"De acuerdo. Dijeron 20 minutos cuando pedí y eso parecía bastante rápido, pero eso suena bien","I agree. They said 20 minutes when I asked and that seemed pretty fast, but that sounds good",None
METALW-015865-0008,Sí. Eso es correcto,Yes. That's right,None
METALW-015865-0009,Gracias por comprobar por mí,Thanks for checking for me.,None
METALW-015865-0010,De nada. ¿Hay algún otro pedido que pueda comprobar por usted?,You are welcome. Are there any other requests I can check for you?,None
METALW-015865-0011,"No, todo listo para pizza :)","No, all ready for pizza :)",None
METALW-015866-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-015866-0001,Bajo,low,None
METALW-015866-0002,hola,Hello,None
METALW-015866-0003,Ayúdame,Help me,None
METALW-015866-0004,¿Con qué?,With what?,None
METALW-015866-0005,comprobar el estado de las cosas en el parque acuático,check the status of things at the water park,None
METALW-015866-0006,parque acuático cerrará el 15 de septiembre,water park to close on September 15,None
METALW-015866-0007,oh no hay otra cita que va a hacer?,oh there's no other date you're going to make?,None
METALW-015866-0008,no,No,None
METALW-015866-0009,De acuerdo,I agree,None
METALW-015866-0010,havea greeat día,havea greeat day,None
METALW-015867-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-015867-0001,Necesito saber cómo está mi pizza.,I need to know how my pizza is.,None
METALW-015867-0002,Nombre por favor ?,Please name ?,None
METALW-015867-0003,Lo pedí hace 10 minutos de Domino's. Mi nombre es John Johnson.,I ordered it 10 minutes ago from Domino's. My name is John Johnson.,None
METALW-015867-0004,Déjame comprobarlo,Let me check it out.,None
METALW-015867-0005,De acuerdo,I agree,None
METALW-015867-0006,Su pedido está en camino a su casa ahora,Your order is on its way home now,None
