UID,SEG,translation,profanity
METALW-006135-0004,Actualmente está a 70 grados en tu casa.,It's currently 70 degrees in your house.,None
METALW-006135-0005,¿Puedes calentar una de mis habitaciones?,Can you heat one of my rooms?,None
METALW-006135-0006,¿En qué habitación te gustaría aumentar la temperatura?,What room would you like to increase the temperature in?,None
METALW-006135-0007,El dormitorio principal.,The master bedroom.,None
METALW-006135-0008,¿Y cuál te gustaría que fuera la nueva temperatura?,And what would you like the new temperature to be?,None
METALW-006135-0009,79 grados.,79 degrees.,None
METALW-006135-0010,"Te gustaría que el dormitorio principal se fijara a 79 grados, ¿correcto?","You'd like the master bedroom to be set to 79 degrees, right?",None
METALW-006135-0011,"Sí, por favor.","Yes, please.",None
METALW-006135-0012,"Ok, he cambiado la temperatura por ti.","Okay, I changed the temperature for you.",None
METALW-006136-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006136-0001,¿Ayudas con dispositivos domésticos?,Do you help with home devices?,None
METALW-006136-0002,Sí,Yes,None
METALW-006136-0003,Quiero encender algo de música,I want to turn on some music,None
METALW-006136-0004,Ok qué tipo de música,Ok what kind of music,None
METALW-006136-0005,Húngaro,Hungarian,None
METALW-006136-0006,Por un artista en particular,By a particular artist,None
METALW-006136-0007,Sr. Humphry,Mr. Humphry,None
METALW-006136-0008,jugando húngaro por el Sr. Humphry ahora. ¿Hay algo más,playing Hungarian by Mr. Humphry now. Is there anything else,None
METALW-006136-0009,"No, suena dulce. Eres mi héroe","No, it sounds sweet. You're my hero.",None
METALW-006136-0010,Buenos días,Good morning,None
METALW-006137-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006137-0001,Necesito cambiar la tempratura,I need to change the tempratura,None
METALW-006137-0002,¿En qué habitación te gustaría cambiar la temperatura?,What room would you like to change the temperature in?,None
METALW-006137-0003,Para la habitación principal de la casa,For the main room of the house,None
METALW-006137-0004,La sala de estar se encuentra actualmente a 73 grados. ¿A qué te gustaría cambiarlo?,The living room is currently 73 degrees away. What would you like to change it to?,None
METALW-006137-0005,A 67F,At 67F,None
METALW-006137-0006,He cambiado tu configuración. ¿Puedo ayudarte con algo más?,I've changed your settings. Can I help you with something else?,None
METALW-006137-0007,¿Cuánto tiempo va a ocurrir el cambio?,How long is the change going to happen?,None
METALW-006137-0008,La habitación tardará unos 20 minutos en enfriarse a la nueva temperatura,The room will take about 20 minutes to cool to cool to the new temperature,None
METALW-006137-0009,Gracias,Thank you,None
METALW-006137-0010,De nada,You are welcome,None
METALW-006138-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006138-0001,¿Puedes hacer algo por mí?,Can you do something for me?,None
METALW-006138-0002,Sí,Yes,None
METALW-006138-0003,Hace mucho frío aquí.,It's very cold in here.,None
METALW-006138-0004,De acuerdo,I agree,None
METALW-006138-0005,Puedes hacerlo más cálido.,You can make it warmer.,None
METALW-006138-0006,hecho,fact,None
METALW-006138-0007,¿Cuál es el temporal ahora?,What's the storm now?,None
METALW-006138-0008,80,80,None
METALW-006138-0009,"¡Eso fue rápido, gracias!","That was quick, thank you!",None
METALW-006138-0010,Np,Np,None
METALW-006139-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006139-0001,Necesito cambiar un entorno en casa,I need to change an environment at home,None
METALW-006139-0002,"Claro, ¿qué configuración te gustará cambiar en casa?","Sure, what settings will you like to change at home?",None
METALW-006139-0003,¿Puedes subir el calor?,Can you turn up the heat?,None
METALW-006139-0004,¿A qué temperatura te gustaría que elevara el calor?,What temperature would you like the heat to rise?,None
METALW-006139-0005,¿A qué se establece la temperatura actual?,What is the current temperature set for?,None
METALW-006139-0006,Actualmente está a 65 grados en toda la casa.,It is currently 65 degrees throughout the house.,None
METALW-006139-0007,"Me gusta más caliente, cambiarlo a 70 grados por favor.","I like it warmer, change it to 70 degrees please.",None
METALW-006139-0008,"Ok, ¿quieres que suba el calor en toda la casa, o sólo una habitación específica?","Okay, you want me to turn up the heat all over the house, or just a specific room?",None
METALW-006139-0009,Toda la casa.,The whole house.,None
METALW-006139-0010,"Genial, así que subiré la temperatura en toda la casa a 70 grados a partir de ahora. ¿Es eso correcto?","Great, so I'm going to raise the temperature all over the house to 70 degrees from now. Is that correct?",None
METALW-006139-0011,"¡Eso es correcto, gracias!","That's right, thank you!",None
METALW-006140-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006140-0001,¿Puedes ayudarme a manejar mi casa?,Can you help me run my house?,None
METALW-006140-0002,"Ciertamente, ayuda con la gestión de tu hogar. ¿En qué puedo ayudarle?","Certainly, help with the management of your home. How can I help you?",None
METALW-006140-0003,¿Puedes apagar las luces por mí?,Can you turn off the lights for me?,None
METALW-006140-0004,ciertamente. ¿En qué habitación voy a atenuar las luces?,certainly. What room am I going to dim the lights in?,None
METALW-006140-0005,Las luces de la sala de estar por favor,The living room lights please,None
METALW-006140-0006,Ok. Atenuación de las luces de la sala de estar.,Ok. Dimming the living room lights.,None
METALW-006140-0007,¿Podrías hacerlos un poco más tenues que eso?,Could you make them a little more dim than that?,None
METALW-006140-0008,arrepentido. He atenuado las luces al ajuste más bajo,repentant. I've dimmed the lights to the lowest setting,None
METALW-006140-0009,perfecto. ¡Muchas gracias!,perfect. Thanks a lot!,None
METALW-006140-0010,No hay problema,No problem,None
METALW-006141-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006141-0001,Tengo preocupaciones,I have concerns,None
METALW-006141-0002,¿Cuáles son sus preocupaciones?,What are your concerns?,None
METALW-006141-0003,¿cuál es el ajuste actual de la luz en la casa>,What is the current setting of light in the house>,None
METALW-006141-0004,Toda la luz de su casa está actualmente al 100%,All the light in your home is currently at 100%,None
METALW-006141-0005,"Por favor, haga un poco de atenuación de la luz para toda la casa para alrededor del 75%",Please do some light attenuation for the whole house for about 75%,None
METALW-006141-0006,Bien. Quieres que las luces de todas las habitaciones se atenúen al 75%. ¿Es eso correcto?,Not bad. You want the lights in every room to dim to 75%. Is that correct?,None
METALW-006141-0007,"Sí, por favor","Yes, please",None
METALW-006141-0008,Bien. He atenuado sus luces al 75%.,Not bad. I've dimmed your lights to 75%.,None
METALW-006141-0009,Gran agradecimiento,Great thanks,None
METALW-006141-0010,De nada,You are welcome,None
METALW-006141-0011,Nada más,Nothing else,None
METALW-006142-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006142-0001,"Por favor, haz mi habitación más caliente",Please make my room warmer,None
METALW-006142-0002,"Ya está a 75 grados, Fahrenheit. ¿Seguro que lo quieres más caliente?","It's already 75 degrees, Fahrenheit. Are you sure you want it hotter?",None
METALW-006142-0003,"Sí, por favor y depende de su número de configuración","Yes, please and it depends on your configuration number",None
METALW-006142-0004,"Muy bien, he fijado la temperatura en 90 grados.","All right, I set the temperature at 90 degrees.",None
METALW-006142-0005,Bien.,Not bad.,None
METALW-006142-0006,¿Puedo hacer algo más por ti?,Is there anything else I can do for you?,None
METALW-006142-0007,nada,nothing,None
METALW-006142-0008,"Muy bien, entonces. Me alegro de poder ayudar.","All right, then. I'm glad I can help.",None
METALW-006142-0009,Cuidar bot,Caring for bot,None
METALW-006142-0010,"Tú también, humano.","You too, human.",None
METALW-006143-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006143-0001,Tengo preocupación,I'm worried.,None
METALW-006143-0002,¿Cuál es su preocupación?,What's your concern?,None
METALW-006143-0003,¿Puedes comprobar la temperatura que has fijado para la casa?,Can you check the temperature you set for the house?,None
METALW-006143-0004,comprobación. La temperatura está actualmente en 52 grados fahrenheit. ¿Te gustaría modificarlo?,check. The temperature is currently at 52 degrees fahrenheit. Would you like to change it?,None
METALW-006143-0005,No.. mantenerlo tal cual y convertirlo en la temperatura predeterminada,No.. keep it as is and make it the default temperature,None
METALW-006143-0006,¿Lo quieres como la temperatura predeterminada de la casa?,Do you want it as the default temperature of the house?,None
METALW-006143-0007,"Sí, por favor","Yes, please",None
METALW-006143-0008,Se ha ajustado correctamente la temperatura máxima de la vivienda.,The maximum housing temperature has been adjusted correctly.,None
METALW-006143-0009,gracias.,Thank you.,None
METALW-006143-0010,Me alegro de servir.,I'm glad to serve.,None
METALW-006144-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006144-0001,Necesito ayuda con algunos ajustes.,I need help with some adjustments.,None
METALW-006144-0002,"¿Qué ajustes, específicamente?","What settings, specifically?",None
METALW-006144-0003,Enciende algo de música en el dormitorio.,Turn on some music in the bedroom.,None
METALW-006144-0004,¿Qué música te gustaría escuchar?,What music would you like to listen to?,None
METALW-006144-0005,jazz. Fijó el 50%.,jazz. He set 50%.,None
METALW-006144-0006,He establecido jazz en un nivel de volumen del 50%.,I've set jazz at a volume level of 50%.,None
METALW-006144-0007,"También establecer la gran música de comedor a la música clásica, específicamente, Bach en 30% para el ambiente.","Also set the great dining music to classical music, specifically Bach at 30% for the environment.",None
METALW-006144-0008,También he aplicado esos ajustes.,I've also applied those settings.,None
METALW-006144-0009,Muchas gracias. Buenos días.,Thanks a lot. Good morning.,None
METALW-006144-0010,No hay problema.,No problem.,None
METALW-006145-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006145-0001,¿Podría ayudarme con alguna tarea de domótica,Could you help me with some home automation,None
METALW-006145-0002,Sí,Yes,None
METALW-006145-0003,¿Puedes subir la temperatura?,Can you turn up the temperature?,None
METALW-006145-0004,¿En qué habitación quieres que suba la temperatura?,What room do you want the temperature to rise in?,None
METALW-006145-0005,Salón,Living room,None
METALW-006145-0006,¿Y a qué te gustaría que le diera el calor?,And what would you like me to give the heat to?,None
METALW-006145-0007,¿Qué pasa ahora?,What's going on now?,None
METALW-006145-0008,72,72,None
METALW-006145-0009,Establecerlo en 75,Set it to 75,None
METALW-006145-0010,"Sentado el calor de la sala de estar a 75, ¿correcto?","Sitting the heat of the living room at 75, right?",None
METALW-006146-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-006146-0001,Necesito ayuda para administrar mi casa.,I need help managing my house.,None
METALW-006146-0002,¿Qué quieres manejar?,What do you want to drive?,None
METALW-006146-0003,¿Podrías encender algo de música?,Could you turn on some music?,None
METALW-006146-0004,seguro. ¿Qué música quieres escuchar,sure. What music do you want to listen to,None
METALW-006146-0005,Me gustaría escuchar jazz suave.,I'd like to hear soft jazz.,None
METALW-006146-0006,Encenderé una estación de jazz suave,I'll light a soft jazz station,None
METALW-006146-0007,"Además, sube el volumen hasta el 50%.","In addition, the volume rises to 50%.",None
METALW-006146-0008,Volumen de hasta el 50%,Volume up to 50%,None
