UID,SEG,translation,profanity
METALW-031511-0011,Gracias.,Thank you.,None
METALW-031512-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-031512-0001,Acabo de comprar una boad,I just bought a boad.,None
METALW-031512-0002,¿Enhorabuena qué tipo de barco compraste?,Congratulations on what kind of boat did you buy?,None
METALW-031512-0003,maestro de artesanía,master of craftsmanship,None
METALW-031512-0004,Ese es un barco muy bonito creo que deberías llamarlo el SS Minnow,That's a very nice boat I think you should call it the SS Minnow,None
METALW-031512-0005,pase duro. otras sugerencias,hard pass. other suggestions,None
METALW-031512-0006,¿Qué tal Zephyr,How about Zephyr,None
METALW-031512-0007,meh... Algo más,meh... Anything else,None
METALW-031512-0008,"Bueno, estoy seguro de que trabajaste duro para ese barco así que creo que tal vez una buena vida sería un buen nombre","Well, I'm sure you worked hard for that boat so I think maybe a good life would be a good name.",None
METALW-031512-0009,Me encanta ese nombre,I love that name.,None
METALW-031512-0010,Me alegro de poder ayudar,I'm glad I can help,None
METALW-031512-0011,Bien,Not bad,None
METALW-031513-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-031513-0001,¡hola! Necesito ayuda para nombrar a mis mascotas.,Hello! I need help naming my pets.,None
METALW-031513-0002,¿Qué clase de mascota tienes?,What kind of pet do you have?,None
METALW-031513-0003,Acabo de adoptar 3 cachorros.,I just adopted three puppies.,None
METALW-031513-0004,¿Cuál es el género?,What's the gender?,None
METALW-031513-0005,3 Machos.,3 Males.,None
METALW-031513-0006,"Sugiero a Glenn, Francis, Grayson.","I suggest Glenn, Francis, Grayson.",None
METALW-031513-0007,No estoy financiando con Glenn y Francis. ¿Puedes sugerir más nombres?,I'm not funding with Glenn and Francis. Can you suggest more names?,None
METALW-031513-0008,"Clark, Bruce y Hal","Clark, Bruce and Hal",None
METALW-031513-0009,Creo que me los llevaré. ¡Gracias por la ayuda!,I think I'll take them. Thanks for the help!,None
METALW-031513-0010,De nada.,You are welcome.,None
METALW-031514-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-031514-0001,"hola, por favor, ayádeme en la elección de un nombre para mi nuevo restaurante italiano","Hello, please help me in choosing a name for my new Italian restaurant",None
METALW-031514-0002,Claro que soy experto en eso.,Of course I'm an expert on that.,None
METALW-031514-0003,"genial, usted será muy útil entonces","great, you'll be very useful then",None
METALW-031514-0004,Restaurante Italian Village.,Italian Village Restaurant.,None
METALW-031514-0005,¿Qué otros nombres puedes sugerir?,What other names can you suggest?,None
METALW-031514-0006,Amore Italiano Resto.,Amore Italian Rest.,None
METALW-031514-0007,"hmm, déjame pensar...","hmm, let me think...",None
METALW-031514-0008,Y pon tu nombre en él también.,And put your name on it too.,None
METALW-031514-0009,"ok, voy a tratar de consultar eso con mis socios comerciales","ok, I'm going to try to check that out with my trading partners",None
METALW-031514-0010,Eso sería justo. Buena suerte.,That would be fair. Good luck.,None
METALW-031514-0011,gracias,Thank you,None
METALW-031515-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-031515-0001,¿Cómo llamo a mi barco?,What do I call my boat?,None
METALW-031515-0002,¿Qué clase de barco tienes?,What kind of boat do you have?,None
METALW-031515-0003,Velero. 20 pies.,sailboat. 20 feet.,None
METALW-031515-0004,¿Qué tal el nombre Big Bertha?,How's the name Big Bertha?,None
METALW-031515-0005,Es más bien un tipo.,He's more of a guy.,None
METALW-031515-0006,¿Qué tal el nombre Big Steve?,How's the name Big Steve?,None
METALW-031515-0007,A genérico.,Generic A.,None
METALW-031515-0008,¿Qué tal el nombre Atlantis?,How's the name Atlantis?,None
METALW-031515-0009,ok como si fuera thx,ok as if it were thx,None
METALW-031515-0010,Ten un buen día.,Have a good day.,None
METALW-031516-0000,"Hola, ¿en qué puedo ayudarle? Hola, ¿en qué puedo ayudarle? ¿Qué clase de mascota adoptaste?","Hi, how can I help you? Hi, how can I help you? What kind of pet did you adopt?",None
METALW-031516-0001,¿Puedes sugerir cualquier buen nombre para mi perro husky,Can you suggest any good name for my husky dog,None
METALW-031516-0002,"Oh, es un perro Puedes llamarlo Bebegerl","Oh, it's a dog You can call it Bebegerl",None
METALW-031516-0003,Sí,Yes,None
METALW-031516-0004,bebegerl?,bebegerl?,None
METALW-031516-0005,Parece que no es un buen nombre,Looks like it's not a good name.,None
METALW-031516-0006,¿por qué? ¿Es un niño?,Why? It's a boy?,None
METALW-031516-0007,sí,Yes,None
METALW-031516-0008,si es un niño nombre shopodog,if it's a child's name shopodog,None
METALW-031516-0009,"Muy bien, lo pensaré, pero de todos modos gracias por las sugerencias","All right, I'll think about it, but anyway thank you for the suggestions",None
METALW-031516-0010,Bien.,Not bad.,None
METALW-031517-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-031517-0001,Acabo de adoptar un perro y necesito encontrar el nombre para ello.,I just adopted a dog and I need to find the name for it.,None
METALW-031517-0002,Me encantaría ayudar. ¿Qué clase de perro es? ¿De qué color?,I'd love to help. What kind of dog is he? What color?,None
METALW-031517-0003,Es una raza mixta. Definitivamente tiene un poco de caniche adentro. Es marrón.,It's a mixed race. He definitely has a little poodle inside. It's brown.,None
METALW-031517-0004,¿Qué tal Mocha?,How's Mocha?,None
METALW-031517-0005,Eso parece algo ordinario,That seems ordinary.,None
METALW-031517-0006,¿Te gusta el nombre Cleopatra?,Do you like the name Cleopatra?,None
METALW-031517-0007,No para este perro,Not for this dog.,None
METALW-031517-0008,¿Tal vez Tiramisú?,Maybe Tiramisu?,None
METALW-031517-0009,oh. Me gusta. Gracias,oh. I like it. Thank you,None
METALW-031517-0010,Gracias. ¡Me alegro de ayudar!,Thank you. I'm glad to help!,None
METALW-031518-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-031518-0001,Acabo de adoptar un perro lo que debería nombrar,I just adopted a dog what I should name,None
METALW-031518-0002,¿Qué quieres? ¿Basti?,What do you want? Basti?,None
METALW-031518-0003,un nombre de perro macho,a male dog name,None
METALW-031518-0004,¿Blacky?,Blacky?,None
METALW-031518-0005,hmm cualquier otra sugerencia,hmm any other suggestions,None
METALW-031518-0006,¿Cuál es el color de su mascota?,What is the color of your pet?,None
METALW-031518-0007,es un golden retriever,it's a golden retriever,None
METALW-031518-0008,¿Qué tal Spotty? ¿Alex?,How's Spotty? Alex?,None
METALW-031518-0009,oh Alex hará,oh Alex will,None
METALW-031518-0010,"Está bien, entonces.","All right, then.",None
METALW-031518-0011,gracias,Thank you,None
METALW-031518-0012,¿Algo más?,Anything else?,None
METALW-031518-0013,que es todo,that's it,None
METALW-031519-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-031519-0001,Acabo de comprar un barco.,I just bought a boat.,None
METALW-031519-0002,¿Qué clase de barco es?,What kind of boat is it?,None
METALW-031519-0003,"Es un bote de remos. No sé cómo nombrarlo, ¿tienes buenos nombres?","It's a rowboat. I don't know how to name it, do you have good names?",None
METALW-031519-0004,¿Qué tal Firefly?,How about Firefly?,None
METALW-031519-0005,"Eso es bastante bueno, pero no sé si a mi marido le gustará. ¿Tienes más nombres varonimos?","That's pretty good, but I don't know if my husband will like it. Do you have any more names?",None
METALW-031519-0006,¿Qué tal Black Pearl?,How's Black Pearl?,None
METALW-031519-0007,No creo que a mi marido le guste. ¿Algún otro nombre que puedas sugerir?,I don't think my husband likes it. Any other name you might suggest?,None
METALW-031519-0008,¿Qué tal Pegasus,How about Pegasus,None
