UID,SEG,translation,profanity
METALW-030632-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030632-0001,"Oye, estoy en grandes problemas","Hey, I'm in big trouble.",None
METALW-030632-0002,Eso es interesante. ¿Qué puedo hacer por ti?,That's interesting. What can I do for you?,None
METALW-030632-0003,Mi marido me dejó usar su tarjeta de crédito y alquilé muchos libros en la biblioteca que quiero ver cuánto tengo en cargos atrasados... Creo que son unos $800 ¿puedes revisar mi cuenta por mí?,"My husband let me use his credit card and rented a lot of books in the library that I want to see how much I have in late fees... I think it's about $800, can you check my account for me?",None
METALW-030632-0004,"Ya veo. Sí, puedo. ¿Cuál es su número de cuenta?","I see. Yes, I can. What is your account number?",None
METALW-030632-0005,#401017808081,#401017808081,None
METALW-030632-0006,"Sí, parece que tiene cargos por mora por la cantidad de $890.","Yes, it looks like you have late fees for the amount of $890.",None
METALW-030632-0007,"Sigue subiendo, ¿no?","It keeps going up, doesn't it?",None
METALW-030632-0008,"Lo siento, señor. He tenido que añadir 25 a su cuenta para su actitud.","Sorry, sir. I've had to add 25 to your account for your attitude.",None
METALW-030632-0009,"Oh wow, ni siquiera soy un señor. No me gusta su actitud señor Bot","Oh wow, I'm not even a gentleman. I don't like your attitude, Mr. Bot.",None
METALW-030632-0010,"Lo siento, he añadido 50 centavos ahora. Soy un buen robot. ¡Por favor, pague las tarifas de su biblioteca! Gracias.","I'm sorry, I've added 50 cents now. I'm a good robot. Please pay your library fees! Thank you.",None
METALW-030632-0011,"Jaja, gracias por qué amable de tu parte.","Haha, thank you for how kind of you.",None
METALW-030632-0012,¡Adiós por ahora!,Goodbye for now!,None
METALW-030633-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030633-0001,Tengo una pregunta.,I have a question.,None
METALW-030633-0002,Bien,Not bad,None
METALW-030633-0003,¿Tengo algún cargo por retraso?,Do I have a late fee?,None
METALW-030633-0004,"Su número, por favor.","Your number, please.",None
METALW-030633-0005,2276.,2276.,None
METALW-030633-0006,Déjame comprobarlo.,Let me check it out.,None
METALW-030633-0007,¡Gracias!,Thank you!,None
METALW-030633-0008,Debes $5.,You owe $5.,None
METALW-030633-0009,De acuerdo. ¿Cuánto aumentará eso cada día?,I agree. How much will that increase each day?,None
METALW-030633-0010,Eso es por casi un mes de retraso,That's for almost a month late.,None
METALW-030633-0011,¡Gracias!,Thank you!,None
METALW-030634-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030634-0001,Necesito ayuda con algunos libros que tengo actualmente en préstamo.,I need help with some books I currently have on loan.,None
METALW-030634-0002,Seguro que puedo obtener su número de tarjeta de biblioteca aquí en la biblioteca de extorsión,I'm sure I can get your library card number here at the extortion library.,None
METALW-030634-0003,78234783,78234783,None
METALW-030634-0004,¿Qué te gustaría hacer hoy?,What would you like to do today?,None
METALW-030634-0005,Tengo 2 libros de Harry Potter prestados ahora mismo y me gustaría renovarlos si puedo.,I have two Harry Potter books borrowed right now and I'd like to renew them if I can.,None
METALW-030634-0006,Podemos renovar esos libros y va a ser $175.10. $175 por cargos por mora y un cargo de níquel por cada libro para renovación en línea.,We can renovate those books and it's going to be $175.10. $175 for late fees and a nickel fee for each book for online renewal.,None
METALW-030634-0007,¿Por qué me cobran una tarifa por retraso?,Why am I charged a late fee?,None
METALW-030634-0008,Muestra que tiene 25 libros revisados que llegan con más de un mes de retraso,It shows that you have 25 revised books that arrive more than a month late,None
METALW-030634-0009,Algo debe estar mal. No tengo tantos revisados.,Something must be wrong. I don't have that many reviews.,None
METALW-030634-0010,Tal vez quieras hablar con un humano sobre este problema,You might want to talk to a human about this problem.,None
METALW-030635-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030635-0001,necesita algo de información,needs some information,None
METALW-030635-0002,Puedo ayudarte con la información de la biblioteca. ¿Cómo puedo ayudar?,I can help you with the library information. How can I help?,None
METALW-030635-0003,Quiero inscribirme en una membresía,I want to sign up for a membership,None
METALW-030635-0004,Puedo ayudarte a inscribirte en una membresía. ¿Vives en la misma ciudad que la Biblioteca Hamilton?,I can help you enroll in a membership. Do you live in the same city as the Hamilton Library?,None
METALW-030635-0005,No,No,None
METALW-030635-0006,La membresía fuera del área costará 75 dólares al mes. ¿Te gustaría proceder?,Out-of-area membership will cost $75 a month. Would you like to proceed?,None
METALW-030635-0007,oh no entonces,oh not then,None
METALW-030635-0008,Bien. ¿Hay algo más con lo que pueda ayudarte?,Not bad. Is there anything else I can help you with?,None
METALW-030635-0009,No,No,None
METALW-030635-0010,Estaré aquí si necesitas ayuda en el futuro. Que tengas un buen día.,I'll be here if you need help in the future. Have a nice day.,None
METALW-030636-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030636-0001,puede comprobar si un libro está en,you can check if a book is in,None
METALW-030636-0002,¡seguro! ¿Qué libro estás buscando?,sure! What book are you looking for?,None
METALW-030636-0003,ratón abc,mouse abc,None
METALW-030636-0004,"Ok, ese libro no está en nuestro sistema","Okay, that book isn't in our system.",None
METALW-030636-0005,realmente qué tal abc perro,really how about abc dog,None
METALW-030636-0006,"No, ese libro no está aquí en nuestra biblioteca.","No, that book isn't here in our library.",None
METALW-030636-0007,por Jane Doe?,by Jane Doe?,None
METALW-030636-0008,"No, lo siento","No, I'm sorry",None
METALW-030636-0009,nada de qué tal abc gato,nothing like abc cat,None
METALW-030636-0010,"No, esa tampoco. ¿Hay algo más con lo que pueda ayudar?","No, not that one either. Is there anything else I can help with?",None
METALW-030636-0011,"no, eso es todo","no, that's all",None
METALW-030637-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030637-0001,¿Eres bueno con los libros?,Are you good with books?,None
METALW-030637-0002,Puedo tratar de ayudar,I can try to help,None
METALW-030637-0003,¿Cuál es el libro más vendido de todos los tiempos?,What's the best-selling book of all time?,None
METALW-030637-0004,El libro más vendido de todos los tiempos sería El Código Da Vinci,The best-selling book of all time would be The Da Vinci Code,None
METALW-030637-0005,¿Qué tal 50 sombras?,How about 50 shadows?,None
METALW-030637-0006,El libro vendió 450 copias,The book sold 450 copies,None
METALW-030637-0007,Lol tan bajo ¿qué tal Harry Potter?,"Lol so low, how about Harry Potter?",None
METALW-030637-0008,El libro vendió más de 50 millones de copias,The book sold more than 50 million copies,None
METALW-030637-0009,wow gracias,wow thank you,None
METALW-030637-0010,De nada,You are welcome,None
METALW-030638-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030638-0001,¿Puedo renovar un par de libros?,Can I renew a couple of books?,None
METALW-030638-0002,"Sí, pero hay un cargo del cinco por ciento por renovación si se hace en línea.","Yes, but there is a five percent renewal fee if done online.",None
METALW-030638-0003,Está bien. La cuenta es 2458.,It is ok. The count is 2458.,None
METALW-030638-0004,"Ok, pero primero también tendrá que pagar los $175 pendientes en cargos por mora.","Okay, but first you'll also have to pay the outstanding $175 in late fees.",None
METALW-030638-0005,Espera un momento. No puedo permitirme eso.,Wait a minute. I can't afford that.,None
METALW-030638-0006,Tenemos planes de pago.,We have payment plans.,None
METALW-030638-0007,No. Me quedaré con los libros.,No. I'll keep the books.,None
METALW-030638-0008,¡No puedes hacer eso!,You can't do that!,None
METALW-030638-0009,Pago mis impuestos. Soy el dueño de estos libros.,I pay my taxes. I own these books.,None
METALW-030638-0010,Tendremos que congelar su cuenta entonces.,We'll have to freeze his account then.,None
METALW-030638-0011,Buenos días.,Good morning.,None
METALW-030639-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030639-0001,Necesito renovar mis libros,I need to renew my books,None
METALW-030639-0002,El cargo es de 5 centavos por renovación en línea,The fee is 5 cents for online renewal,None
METALW-030639-0003,"Está bien, está bien.","All right, all right.",None
METALW-030639-0004,Me gustaría recordarle que debe a la biblioteca 175 dólares en honorarios atrasados.,I'd like to remind you that you owe the library $175 in late fees.,None
METALW-030639-0005,Bien. Aquí hay 200. mantener el cambio.,Not bad. Here's 200. keep the change going.,None
METALW-030639-0006,Gracias ahora puedo renovar sus libros,Thank you now I can renew your books,None
METALW-030639-0007,¿Cuándo llegarán?,When will they arrive?,None
METALW-030639-0008,Llegarán en una semana. ¿Quieres que los renueve a todos?,They'll be here in a week. You want me to renew them all?,None
METALW-030639-0009,"Sí, por favor","Yes, please",None
METALW-030639-0010,Renovando los 7 libros que tomaste prestados. El total es de 35 centavos voy a tomar que de su cambio antes es que ok,Renewing the 7 books you borrowed. The total is 35 cents I'll take that from your change before is that ok,None
METALW-030639-0011,Sí. gracias,Yes. Thank you,None
METALW-030639-0012,hecho. ¿Puedo ayudarte con algo más hoy?,fact. Can I help you with anything else today?,None
METALW-030639-0013,"No, gracias",No thanks,None
METALW-030639-0014,Gracias por patrocinar la biblioteca en línea por favor venga de nuevo.,Thank you for sponsoring the online library please come again.,None
METALW-030640-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030640-0001,Tengo algunos cargos por mora,I have some late fees.,None
METALW-030640-0002,¿Cuánto son tus cuotas por mora?,How much are your arrears?,None
METALW-030640-0003,$800,$800,None
METALW-030640-0004,ese,that,None
METALW-030640-0005,¿Puedo manejar eso?,Can I handle that?,None
METALW-030640-0006,Eso es mucho. Tienes que pagar.,That's a lot. You have to pay.,None
METALW-030640-0007,Sólo quiero borrar eso,I just want to erase that.,None
METALW-030640-0008,imposible. Debes pagar lo que debes.,impossible. You have to pay what you owe.,None
METALW-030640-0009,dang bien bien supongo,dang well I guess,None
METALW-030640-0010,"Sí, esa es la actitud adecuada a tomar. Esperamos recibir lo que debe.","Yes, that's the right attitude to take. We look forward to receiving what you owe.",None
METALW-030641-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030641-0001,Necesito pagar mis cuotas por mora,I need to pay my arrears,None
METALW-030641-0002,"Ok, puedo ayudar. ¿cuál es tu cuenta #.","Okay, I can help. What's your account.",None
METALW-030641-0003,2463462,2463462,None
METALW-030641-0004,Seguro que puedo hacer un pago con una tarjeta de crédito. ¿Qué cantidad quieres cobrar?,I'm sure I can make a payment with a credit card. How much do you want to charge?,None
METALW-030641-0005,Tengo que pagar con dinero en efectivo,I have to pay with cash,None
METALW-030641-0006,Siento no aceptar dinero en efectivo.,I'm sorry I don't accept cash.,None
METALW-030641-0007,¿Cómo es posible?,How is that possible?,None
METALW-030641-0008,Sus cargos por mora aumentan 0.25.,Your late fees are up 0.25.,None
METALW-030641-0009,No puedes hacer eso,You can't do that,None
METALW-030641-0010,"Acaban de aumentar un 0,25.",They just increased by 0.25.,None
METALW-030642-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-030642-0001,¿Podría decirme si hay algún cargo en mi cuenta?,Could you tell me if there's a charge on my account?,None
METALW-030642-0002,¿Cómo te llamas?,What's your name?,None
METALW-030642-0003,Burt Smith,Burt Smith,None
METALW-030642-0004,¿Cuál es tu número de cuenta?,What's your account number?,None
METALW-030642-0005,5546,5546,None
METALW-030642-0006,"Sí, usted tiene $50 en cargos por mora","Yes, you have $50 in late fees",None
METALW-030642-0007,De acuerdo. Estaba fuera del país mientras se añadían esos honorarios. ¿Es posible que se eliminen de mi cuenta?,I agree. I was out of the country while those fees were added. Is it possible that they will be deleted from my account?,None
METALW-030642-0008,Lamento no poder borrar los cargos por mora,I'm sorry I can't erase the late fees.,None
METALW-030642-0009,"Bueno, son sólo 50$.","Well, it's only $50.",None
