UID,SEG,translation,profanity
METALW-024410-0008,La alarma de sonido okay se ha configurado para vibrar sólo,The okay sound alarm has been set to vibrate only,None
METALW-024410-0009,Genial que es todo,Great that's it,None
METALW-024410-0010,Adiós,Good bye,None
METALW-024411-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-024411-0001,Necesito ayuda con mis alarmas,I need help with my alarms,None
METALW-024411-0002,Puedo ayudarte con tus alarmas.,I can help you with your alarms.,None
METALW-024411-0003,¿Puedes levantar mi alarma de las 7 a. m.,Can you raise my alarm from 7 a.m.,None
METALW-024411-0004,Tengo alarmas de las 7 de la mañana para ti de lunes a viernes. ¿Qué días te gustaría levantarte?,I have 7 a.m. alarms for you Monday through Friday. What days would you like to get up?,None
METALW-024411-0005,Todos ellos,All of them,None
METALW-024411-0006,"Ok, ¿qué cambios te gustaría hacer?","Okay, what changes would you like to make?",None
METALW-024411-0007,Quiero que lo cambies a las 8:30 a través de todas las alarmas,I want you to change it at 8:30 through all the alarms.,None
METALW-024411-0008,"Ok, puedo hacer eso. Por favor confirme: ¿Cambiar todo el lunes a viernes 7am alarmas a 8:30am?","Okay, I can do that. Please confirm: Change all Monday to Friday 7am alarms to 8:30am?",None
METALW-024411-0009,correcto,correct,None
METALW-024411-0010,De acuerdo. He hecho el cambio.,I agree. I've made the change.,None
METALW-024412-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-024412-0001,¿Puedes ayudarme con mi alarma?,Can you help me with my alarm?,None
METALW-024412-0002,Sí,Yes,None
METALW-024412-0003,Quiero cambiar mi alarma para el lunes por la mañana de 7am a 6am,I want to change my alarm by Monday morning from 7am to 6am,None
METALW-024412-0004,De acuerdo,I agree,None
METALW-024412-0005,"Ok, ¿eso significa que cambiaste mi alarma?","Okay, does that mean you changed my alarm?",None
METALW-024412-0006,Sí,Yes,None
METALW-024412-0007,gracias,Thank you,None
METALW-024412-0008,¿Algo más?,Anything else?,None
METALW-024412-0009,"Nah, eso es todo","Nah, that's all",None
METALW-024412-0010,contento de ayudar,happy to help,None
METALW-024413-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-024413-0001,Necesito ayuda con una alarma,I need help with an alarm.,None
METALW-024413-0002,"He accedido a tus alarmas, ¿qué te gustaría hacer?","I've accessed your alarms, what would you like to do?",None
METALW-024413-0003,¿Puedes copiar una alarma y ponerla todos los días,Can you copy an alarm and set it every day,None
METALW-024413-0004,¿Qué alarma le gustaría copiar?,What alarm would you like to copy?,None
METALW-024413-0005,Camina la alarma del perro,Walk the dog alarm,None
METALW-024413-0006,"¿Y en qué días te gustaría la ""Alarma del Perro""?","And on what days would you like the ""Dog Alarm""?",None
METALW-024413-0007,Todos los días de la semana,Every day of the week,None
