UID,SEG,translation,profanity
METALW-010561-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-010561-0001,Hola tengo una consulta,Hello I have a query,None
METALW-010561-0002,qué consulta,what consultation,None
METALW-010561-0003,Me gustaría conocer algunos hechos sobre dos ciudades.,I'd like to know some facts about two cities.,None
METALW-010561-0004,qué ciudades,which cities,None
METALW-010561-0005,¿Puedes darme algunos detalles sobre Los Ángeles y Nueva York?,Can you give me some details about Los Angeles and New York?,None
METALW-010561-0006,seguro. Un momento. ¿Algo más?,sure. One minute. Anything else?,None
METALW-010561-0007,Sólo necesito algunos detalles básicos para las ciudades.,I just need some basic details for the cities.,None
METALW-010561-0008,Le he proporcionado la información en su correo electrónico,I have provided you with the information in your email,None
METALW-010561-0009,Bien. Recuerde esta consulta. Podría tener la misma consulta la próxima vez.,Not bad. Remember this query. I could have the same query next time.,None
METALW-010561-0010,De acuerdo,I agree,None
METALW-010562-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-010562-0001,¿Cómo es Los Ángeles en comparación con NYC?,What is Los Angeles like compared to NYC?,None
METALW-010562-0002,"Claro, puedo encontrar esa información para ti. ¿Podría ser un poco más específico?","Sure, I can find that information for you. Could you be a little more specific?",None
METALW-010562-0003,¿Es más caro vivir en Los Ángeles o Nueva York?,Is it more expensive to live in Los Angeles or New York?,None
METALW-010562-0004,Los Ángeles es más barato vivir en que Nueva York.,Los Angeles is cheaper to live in than New York.,None
METALW-010562-0005,¿Qué ciudad tiene un clima más agradable?,Which city has a nicer climate?,None
METALW-010562-0006,Los Ángeles tiene mejor clima en general que Nueva York.,Los Angeles has better overall weather than New York.,None
METALW-010562-0007,¿Qué ciudad tiene una población mayor?,Which city has an older population?,None
METALW-010562-0008,Los Ángeles tiene una población más grande en comparación con Nueva York.,Los Angeles has a larger population compared to New York.,None
METALW-010562-0009,Bien gracias por la información,Well thank you for the information,None
METALW-010562-0010,¡De nada! ¿Hay algo más con lo que pueda ayudarte?,You are welcome! Is there anything else I can help you with?,None
METALW-010562-0011,"No, eso es todo.","No, that's all.",None
METALW-010563-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-010563-0001,necesitan algunos hechos,they need some facts,None
METALW-010563-0002,"Claro, ¿qué hechos puedo proporcionar","Of course, what facts can I provide",None
METALW-010563-0003,¿Quién fundó Roma?,Who founded Rome?,None
METALW-010563-0004,Rómulo y Remus fundaron Roma,Rómulo and Remus founded Rome,None
METALW-010563-0005,¿Estás seguro?,Are you sure?,None
METALW-010563-0006,¡Bastante positivo!,Pretty positive!,None
METALW-010563-0007,De acuerdo,I agree,None
METALW-010563-0008,¿Necesitas algo más?,Do you need anything else?,None
METALW-010563-0009,No,No,None
METALW-010563-0010,"Bien, cuídate1","Well, take care1",None
METALW-010564-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
