UID,SEG,translation,profanity
METALW-035939-0008,Termina a las 12:00,Ends at 12:00,None
METALW-035939-0009,Gracias,Thank you,None
METALW-035939-0010,De nada,You are welcome,None
METALW-035940-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035940-0001,ayúdame con los deportes,help me with sports,None
METALW-035940-0002,¡Claro! ¿Qué te gustaría saber?,Of course! What would you like to know?,None
METALW-035940-0003,Necesito información para el partido de fútbol,I need information for the football game.,None
METALW-035940-0004,¿Qué partido de fútbol?,What football game?,None
METALW-035940-0005,el de hoy entre Osos vs Halcones,today's between Bears vs Hawks,None
METALW-035940-0006,"Ok, ¿y qué te gustaría saber al respecto?","Okay, so what would you like to know about it?",None
METALW-035940-0007,Necesito la puntuación,I need the score.,None
METALW-035940-0008,El marcador está actualmente 24-17 a favor de los Falcons.,The score is currently 24-17 in favor of the Falcons.,None
METALW-035940-0009,¿Cuánto tiempo queda?,How much time is left?,None
METALW-035940-0010,Quedan 4 minutos en el tercer cuarto.,There's four minutes left in the third quarter.,None
METALW-035941-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035941-0001,Hola,Hello,None
METALW-035941-0002,¿Cómo puedo ayudarle,How can I help you,None
METALW-035941-0003,¿Cuánto tiempo queda en el partido de fútbol?,How much time is left in the football game?,None
METALW-035941-0004,¿En qué juego?,What game?,None
METALW-035941-0005,Ayer por la noche,Last night,None
METALW-035941-0006,2:14,2:14,None
METALW-035941-0007,gracias,Thank you,None
METALW-035941-0008,¿Hay algo más,Is there anything else,None
METALW-035941-0009,nope gracias,nope thank you,None
METALW-035941-0010,De nada,You are welcome,None
METALW-035942-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035942-0001,"Oye, ¿podrías hacerme saber algunos resultados deportivos?","Hey, could you let me know some sports results?",None
METALW-035942-0002,"Sí, qué juego","Yes, what a game",None
METALW-035942-0003,Estoy buscando la puntuación del juego Reskins vs Cowboys,I'm looking for the reskins vs Cowboys game score,None
METALW-035942-0004,24 - 35 Redskins,24 - 35 Redskins,None
METALW-035942-0005,"Genial, ¿y qué hay de los Delfines vs Gigantes?","Great, what about the Dolphins vs Giants?",None
METALW-035942-0006,21-28 Gigantes,21-28 Giants,None
METALW-035942-0007,De acuerdo. ¿Cuándo juega el fútbol americano del estado de Ohio? ¿Cuándo es el próximo partido de fútbol del estado de Ohio?,I agree. When does Ohio state football play? When's the next football game in the state of Ohio?,None
METALW-035942-0008,24 de agosto,August 24,None
METALW-035942-0009,"Genial, gracias por la información!","Great, thanks for the information!",None
METALW-035942-0010,disfrutar,enjoy,None
METALW-035943-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035943-0001,Necesito información sobre deportes,I need information about sports,None
METALW-035943-0002,¿Seguro que puedo ayudarte con eso cuáles son los detalles?,Are you sure I can help you with that what the details are?,None
METALW-035943-0003,Quiero saber el resultado de un partido de fútbol,I want to know the outcome of a football game,None
METALW-035943-0004,¿De acuerdo qué juego?,"All right, what game?",None
METALW-035943-0005,Leones contra Empacadores,Lions vs. Packers,None
METALW-035943-0006,Los Lions derrotaron a los Packers 34 a 27 ¿le gustaría escuchar más?,The Lions defeated the Packers 34-27 would you like to hear more?,None
METALW-035943-0007,Sí,Yes,None
METALW-035943-0008,"Los Packers lideraron 27 a 20 entrando en el cuarto cuarto, pero los Lions anotaron dos touchdowns en un lapso de seis minutos para tomar la delantera y ganar el juego","The Packers led 27-20 entering the fourth quarter, but the Lions scored two touchdowns within six minutes to take the lead and win the game",None
METALW-035943-0009,Gran agradecimiento,Great thanks,None
METALW-035943-0010,¿Algo más?,Anything else?,None
METALW-035944-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035944-0001,Tengo una pregunta sobre deportes,I have a question about sports,None
METALW-035944-0002,¿De acuerdo qué equipo?,"All right, what team?",None
METALW-035944-0003,Sobre la Copa del Mundo,About the World Cup,None
METALW-035944-0004,¿Y qué quieres saber sobre el Mundial?,And what do you want to know about the World Cup?,None
METALW-035944-0005,¿Cuánto tiempo queda en el juego Brasil vs Costa Rica?,How much time is left in the game Brazil vs Costa Rica?,None
METALW-035944-0006,El partido está actualmente empatado 0-0 con 25 minutos restantes,The match is currently tied 0-0 with 25 minutes remaining,None
METALW-035944-0007,De acuerdo. Gracias por la información,I agree. Thank you for the information,None
METALW-035944-0008,Que tengas un gran día @,Have a great day @,None
METALW-035944-0009,Tú también,You too,None
METALW-035944-0010,gracias,Thank you,None
METALW-035945-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035945-0001,Necesito información sobre el partido de fútbol.,I need information about the football game.,None
METALW-035945-0002,"Claro, ¿qué puedo hacer?","Sure, what can I do?",None
METALW-035945-0003,¿Quién está jugando hoy?,Who's playing today?,None
METALW-035945-0004,Los Osos y los Titanes,The Bears and the Titans,None
METALW-035945-0005,¿Cuándo comienza el juego?,When does the game start?,None
METALW-035945-0006,14:00 horas,2 p.m.,None
METALW-035945-0007,¿En qué canal está el juego?,What channel is the game on?,None
METALW-035945-0008,Deportes Fox,Fox Sports,None
METALW-035945-0009,Gracias bot.,Thanks bot.,None
METALW-035945-0010,Eres bienvenido,You're welcome,None
METALW-035946-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035946-0001,Necesito información sobre el Mundial.,I need information on the World Cup.,None
METALW-035946-0002,ok puedo ayudar con el Mundial,ok I can help with the World Cup,None
METALW-035946-0003,¿Qué países están jugando hoy?,What countries are playing today?,None
METALW-035946-0004,hay un juego entre Francia y Perú,there's a game between France and Peru,None
METALW-035946-0005,¿Hay otros juegos?,Are there other games?,None
METALW-035946-0006,Dinamarca vs Australia para seguir eso,Denmark vs Australia to follow that,None
METALW-035946-0007,¿Quién es el favorito para ganar el partido Dinamarca vs Australia?,Who is the favourite to win the Denmark vs Australia match?,None
METALW-035946-0008,Es probable que Dinamarca gane,Denmark is likely to win,None
METALW-035946-0009,¡Gracias por la información!,Thanks for the information!,None
METALW-035946-0010,No hay problema,No problem,None
METALW-035947-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035947-0001,Necesito información relacionada con el fútbol.,I need information related to football.,None
METALW-035947-0002,¿Fútbol Americano o Fútbol Americano?,Football or Football?,None
METALW-035947-0003,"Fútbol, supongo.","Football, I guess.",None
METALW-035947-0004,¿Cómo puedo ayudarle?,How can I help you?,None
METALW-035947-0005,¿Cuánto tiempo queda en el partido Suecia-Alemania?,How much time is left in the Sweden-Germany match?,None
METALW-035947-0006,es en la segunda mitad ahora,it's in the second half now,None
METALW-035947-0007,Es bueno saberlo.,It's good to know.,None
METALW-035947-0008,¿Puedo ayudar con otra cosa?,Can I help with something else?,None
METALW-035947-0009,"No, eso es todo. Gracias por la ayuda.","No, that's all. Thanks for the help.",None
METALW-035947-0010,En cualquier momento,Any time,None
METALW-035948-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035948-0001,¿Qué países están jugando hoy en el Mundial?,Which countries are playing at the World Cup today?,None
METALW-035948-0002,"Los países que juegan hoy en el Mundial son Inglaterra vs Pharma, Japón vs Senegal y Polonia vs Colombia.","The countries that play today in the World Cup are England vs Pharma, Japan vs Senegal and Poland vs Colombia.",None
METALW-035948-0003,¿A qué hora es el partido Polonia vs Colombia?,What time is the Poland vs Colombia party?,None
METALW-035948-0004,El partido Polonia vs Columbia está actualmente en marcha.,The Poland vs Columbia party is currently underway.,None
METALW-035948-0005,"Pharma, no estoy familiarizado con este país, ¿podría decirme dónde está?","Pharma, I'm not familiar with this country, could you tell me where it is?",None
METALW-035948-0006,"Me disculpo, eso sería Inglaterra vs Panamá.","I apologize, that would be England vs Panama.",None
METALW-035948-0007,Oh bien gracias Esta es toda la emocionante noticia de la Copa del Mundo que necesito,Oh well thank you This is all the exciting World Cup news I need,None
METALW-035948-0008,Bien.,Not bad.,None
METALW-035948-0009,Volveré más tarde,I'll be back later,None
METALW-035948-0010,Bien. Ten un buen día.,Not bad. Have a good day.,None
METALW-035949-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-035949-0001,Tengo una pregunta deportiva,I have a sporting question,None
METALW-035949-0002,¿Qué es?,What is it?,None
METALW-035949-0003,¿Sabes lo del Mundial?,You know about the World Cup?,None
METALW-035949-0004,"Sí, por favor","Yes, please",None
METALW-035949-0005,¿Qué países están jugando hoy?,What countries are playing today?,None
METALW-035949-0006,¿En qué deporte te refieres?,What sport do you mean?,None
METALW-035949-0007,Sólo los equipos de fútbol juegan en el Mundial,Only football teams play at the World Cup,None
METALW-035949-0008,Brasil y Costa Rica,Brazil and Costa Rica,None
METALW-035949-0009,Gracias,Thank you,None
METALW-035949-0010,De nada,You are welcome,None
